Topic,Count,Name,Representation,Representative_Docs
77,193,77_showing_black white_white_black,"['showing', 'black white', 'white', 'black', 'exposed', 'image', 'area', 'cluttered', '', '']","['A black and white image showing a damp, poorly maintained utility area with exposed pipes and stairs.', 'A black and white image showing a damp, poorly maintained utility area with exposed pipes and stairs.', 'A black and white image showing a damp, poorly maintained utility area with exposed pipes and stairs.']"
78,193,78_paved_wall_car_dense,"['paved', 'wall', 'car', 'dense', 'distance', 'road', 'visible', '', '', '']","['A paved road runs alongside a retaining wall topped with dense foliage, with a car visible in the distance.', 'A paved road runs alongside a retaining wall topped with dense foliage, with a car visible in the distance.', 'A paved road runs alongside a retaining wall topped with dense foliage, with a car visible in the distance.']"
79,191,79_draped_shows interior_image shows_interior large,"['draped', 'shows interior', 'image shows', 'interior large', 'room', 'image', 'shows', 'interior', 'large', 'featuring']","['The image shows the interior of a large, dilapidated room with old beds and draped curtains.', 'The image shows the interior of a large, dilapidated room with old beds and draped curtains.', 'The image shows the interior of a large, dilapidated room with old beds and draped curtains.']"
80,190,80_activity_paved_outdoor area_people gathered,"['activity', 'paved', 'outdoor area', 'people gathered', 'background', 'outdoor', 'group people', 'group', 'gathered', 'area']","['A group of people are gathered in a paved outdoor area, with some activity visible in the background.', 'A group of people are gathered in a paved outdoor area, with some activity visible in the background.', 'A group of people are gathered in a paved outdoor area, with some activity visible in the background.']"
81,189,81_circular_large room_suspended_room features,"['circular', 'large room', 'suspended', 'room features', 'light', 'doorway', 'open', 'features', 'interior large', 'room']","['The interior of a large, empty room features a suspended circular light fixture and a partially open doorway.', 'The interior of a large, empty room features a suspended circular light fixture and a partially open doorway.', 'The interior of a large, empty room features a suspended circular light fixture and a partially open doorway.']"
82,188,82_wooded area_autumn leaves_fallen autumn_fallen,"['wooded area', 'autumn leaves', 'fallen autumn', 'fallen', 'covered fallen', 'wooded', 'autumn', 'winds', 'leaves', 'covered']","['A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.']"
83,188,83_floor image_cluttered_debris floor_space exposed,"['floor image', 'cluttered', 'debris floor', 'space exposed', 'interior space', 'exposed structural', 'structural elements', 'structural', 'elements', 'image shows']","['The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.', 'The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.', 'The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.']"
84,187,84_urban_clear sky_dense_dark,"['urban', 'clear sky', 'dense', 'dark', 'clear', 'sky', 'large', '', '', '']","['A plume of dark smoke rises over a dense urban skyline under a clear sky.', 'A plume of dark smoke rises over a dense urban skyline under a clear sky.', 'A plume of dark smoke rises over a dense urban skyline under a clear sky.']"
85,186,85_background people_street people_damaged vehicle_highvisibility,"['background people', 'street people', 'damaged vehicle', 'highvisibility', 'vests', 'highvisibility vests', 'damaged', 'vehicle', 'background', 'people']","['Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.']"
86,181,86_shaded openair_openair_openair structure_shaded,"['shaded openair', 'openair', 'openair structure', 'shaded', 'seated', 'appears', 'structure', 'area', 'people', '']","['Several people are seated under a shaded, open-air structure in what appears to be a park or public area.', 'Several people are seated under a shaded, open-air structure in what appears to be a park or public area.', 'Several people are seated under a shaded, open-air structure in what appears to be a park or public area.']"
87,179,87_sky view_tree_bright sky_looking,"['sky view', 'tree', 'bright sky', 'looking', 'brick', 'foreground', 'buildings', 'bright', 'view', 'sky']","['A view looking up at two large brick buildings with a tree in the foreground under a bright sky.', 'A view looking up at two large brick buildings with a tree in the foreground under a bright sky.', 'A view looking up at two large brick buildings with a tree in the foreground under a bright sky.']"
88,179,88_vehicles_car_scene_traffic,"['vehicles', 'car', 'scene', 'traffic', 'appears', 'near', 'road', 'shows', 'foreground', 'visible']","['A traffic scene shows several vehicles, including a police car, near what appears to be an accident or ongoing work on a road.', 'A traffic scene shows several vehicles, including a police car, near what appears to be an accident or ongoing road work.', 'A traffic scene shows several vehicles, including a police car, near what appears to be an accident or ongoing road work.']"
89,178,89_dimly lit_lit_dimly_distance,"['dimly lit', 'lit', 'dimly', 'distance', 'bright', '', '', '', '', '']","['A dimly lit, tunnel-like passage leads toward a bright opening in the distance.', 'A dimly lit, tunnel-like passage leads toward a bright opening in the distance.', 'A dimly lit, tunnel-like passage leads toward a bright opening in the distance.']"
90,178,90_background people_street people_damaged vehicle_highvisibility,"['background people', 'street people', 'damaged vehicle', 'highvisibility', 'vests', 'highvisibility vests', 'damaged', 'vehicle', 'background', 'people']","['Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.']"
91,177,91_room large_overgrown vegetation_vegetation_shows interior,"['room large', 'overgrown vegetation', 'vegetation', 'shows interior', 'window', 'greenery', 'outdoor area', 'near', 'room', 'looking']","['The image shows the interior of a dilapidated room with a large window overgrown with vegetation and debris on the floor.', 'The image shows the interior of a dilapidated room with a large window overgrown with vegetation and debris on the floor.', 'The image shows the interior of a dilapidated room with a large window overgrown with vegetation and a dirty floor.']"
92,177,92_glass_doorway_appears_,"['glass', 'doorway', 'appears', '', '', '', '', '', '', '']","['Yellow caution tape is strung across a glass doorway, which appears to be under some form of restriction or repair.', 'Yellow caution tape is strung across a glass doorway, which appears to be under some form of restriction or repair.', 'Yellow caution tape is strung across a glass doorway, which appears to be under some form of restriction or repair.']"
93,176,93_glass_doorway_appears_,"['glass', 'doorway', 'appears', '', '', '', '', '', '', '']","['Yellow caution tape is strung across a glass doorway, which appears to be closed.', 'Yellow caution tape is strung across a glass doorway, which appears to be closed.', 'Yellow caution tape is strung across a glass doorway, which appears to be closed.']"
94,176,94_draped_room_signs_shows interior,"['draped', 'room', 'signs', 'shows interior', 'image', 'interior large', 'interior', 'room features', 'image shows', 'featuring']","['The image shows the interior of a large, dilapidated room containing two old beds and draped curtains.', 'The image shows the interior of a large, dilapidated room containing two old beds and draped curtains.', 'The image shows the interior of a large, dilapidated room containing two old beds and draped curtains.']"
95,176,95_large window_sunlight_near_wooden floor,"['large window', 'sunlight', 'near', 'wooden floor', 'window', 'floor', 'bright', 'wooden', 'large', '']","['A cat is resting on a wooden floor near a large window that lets in bright sunlight.', 'A cat is resting on a wooden floor near a large window letting in bright sunlight.', 'A cat is resting on a wooden floor near a large window that lets in bright sunlight.']"
96,176,96_piece_car_showing_debris,"['piece', 'car', 'showing', 'debris', 'tall', 'appears', 'scattered', 'green', 'distance', 'visible']","['A highway with a car driving past, showing some debris and what appears to be a piece of machinery on the shoulder.', 'A highway with a car driving past, showing some debris and what appears to be a piece of machinery on the shoulder.', 'A highway with a car driving past, showing some debris and what appears to be a piece of machinery on the shoulder.']"
97,176,97_paved_activity_outdoor area_people gathered,"['paved', 'activity', 'outdoor area', 'people gathered', 'background', 'outdoor', 'group people', 'group', 'gathered', 'area']","['A group of people are gathered in a paved outdoor area, with some activity visible in the background.', 'A group of people are gathered in a paved outdoor area, with some activity visible in the background.', 'A group of people are gathered in a paved outdoor area, with some activity visible in the background.']"
98,174,98_right_industriallooking_industrial_space,"['right', 'industriallooking', 'industrial', 'space', 'featuring', 'image shows', 'wooden', 'covered', 'area', 'image']","['An indoor space featuring a wooden counter under a large awning, with industrial equipment visible on the right.', 'An indoor space featuring a wooden counter under a large awning, with industrial equipment visible on the right.', 'The image shows an indoor space with a wooden counter area, overhead awnings, and some industrial equipment on the right.']"
99,174,99_cluttered_near_outdoor area_overgrown greenery,"['cluttered', 'near', 'outdoor area', 'overgrown greenery', 'outdoor', 'featuring', 'overgrown', 'greenery', 'structure', 'area']","['A cluttered outdoor area featuring discarded materials, some furniture, and overgrown greenery near a structure.', 'A cluttered outdoor area featuring discarded materials, some furniture, and overgrown greenery near a structure.', 'A cluttered outdoor area featuring discarded materials, some furniture, and overgrown greenery near a structure.']"
100,172,100_city street_scene_black white_vehicles,"['city street', 'scene', 'black white', 'vehicles', 'street', 'white', 'city', 'black', 'featuring', 'buildings']","['A black and white street scene featuring several buildings, vehicles, and pedestrians on a city street.', 'A black and white street scene featuring several buildings, vehicles, and pedestrians on a city street.', 'A black and white street scene featuring several buildings, vehicles, and pedestrians on a city street.']"
101,166,101_large derelict_long_exposed structural_structural elements,"['large derelict', 'long', 'exposed structural', 'structural elements', 'structural', 'dimly', 'lit', 'dimly lit', 'elements', 'derelict']","['The interior of a large, derelict building shows a long, dimly lit corridor with exposed structural elements.', 'The interior of a large, derelict building shows a long, dimly lit corridor with exposed structural elements.', 'The interior of a large, derelict building shows a long, dimly lit corridor with exposed structural elements.']"
102,166,102_pavement_colorful_orange_traffic,"['pavement', 'colorful', 'orange', 'traffic', 'visible', '', '', '', '', '']","['A colorful, painted design resembling a sunburst is visible on the pavement next to an orange traffic cone.', 'A colorful, painted design resembling a sunburst is visible on the pavement next to an orange traffic cone.', 'A colorful, painted design resembling a sunburst is visible on the pavement next to an orange traffic cone.']"
103,164,103_sunset_long_structure_foreground,"['sunset', 'long', 'structure', 'foreground', 'wooden', 'area', 'stands', 'visible', 'sky', 'ground']","['A traditional wooden structure is visible in the foreground, casting long shadows across a gravel area under a soft sunset sky.', 'A traditional wooden structure is visible in the foreground, casting long shadows across a gravel area under a soft sunset sky.', 'A traditional wooden structure is visible in the foreground, casting long shadows across a gravel area under a soft sunset sky.']"
104,164,104_openair structure_openair_shaded openair_shaded,"['openair structure', 'openair', 'shaded openair', 'shaded', 'seated', 'trees', 'structure', 'greenery', 'people', 'standing']","['Several people are seated under a shaded, open-air structure surrounded by trees and greenery.', 'Several people are seated under a shaded, open-air structure surrounded by trees and greenery.', 'Several people are seated under a shaded, open-air structure surrounded by trees and greenery.']"
105,163,105_somewhat_overlooking_wooded_city,"['somewhat', 'overlooking', 'wooded', 'city', 'view', 'distance', '', '', '', '']","['A view overlooking a city skyline from a wooded, somewhat barren hillside.', 'A view overlooking a city skyline from a wooded, somewhat barren hillside.', 'A view overlooking a city skyline from a wooded, somewhat barren hillside.']"
106,162,106_space exposed_showing_black white_interior space,"['space exposed', 'showing', 'black white', 'interior space', 'white', 'black', 'space', 'exposed', 'image', 'interior']","['A black and white image showing a damp, neglected interior space with exposed pipes and stairs.', 'A black and white image showing a damp, neglected interior space with exposed pipes and stairs.', 'A black and white image showing a damp, neglected interior space with exposed pipes and stairs.']"
107,161,107_room large_orange_wooden floor_brick,"['room large', 'orange', 'wooden floor', 'brick', 'floor', 'room', 'wooden', 'interior space', 'large', 'space']","['Two large, cylindrical orange containers sit on a wooden floor in a corner of a brick room.', 'Two large, orange cylindrical containers sit on a wooden floor in a corner of a brick room.', 'Two large, orange cylindrical containers sit on a wooden floor in a corner of a brick room.']"
108,161,108_lining city_lining_city street_sunlight,"['lining city', 'lining', 'city street', 'sunlight', 'autumn', 'leaves', 'city', 'trees', 'street', 'large']","['Sunlight filters through the leaves of large trees lining a city street during autumn.', 'Sunlight filters through the leaves of large trees lining a city street during autumn.', 'Sunlight filters through the leaves of large trees lining a city street during autumn.']"
109,160,109_wall_near_outdoor area_background,"['wall', 'near', 'outdoor area', 'background', 'features', 'outdoor', 'area', 'visible', 'greenery', 'overgrown greenery']","['A neglected outdoor area features discarded materials piled up near a low wall, with some furniture visible in the background.', 'A neglected outdoor area features discarded materials piled up near a low wall, with some furniture visible in the background.', 'A neglected outdoor area features discarded materials piled up near a low wall, with some furniture visible in the background.']"
110,160,110_lightcolored_right_black_closeup,"['lightcolored', 'right', 'black', 'closeup', 'building', 'area', 'large', 'large derelict', 'long', 'derelict']","['A close-up shot of a light-colored, paneled building exterior with a large black rectangular area on the right.', 'A close-up shot of a light-colored, paneled building exterior with a large black rectangular area on the right.', 'A close-up shot of a light-colored, paneled building exterior with a large black rectangular area on the right.']"
111,160,111_walls_floor interior_debris floor_large derelict,"['walls', 'floor interior', 'debris floor', 'large derelict', 'long', 'derelict', 'dimly', 'dimly lit', 'lit', 'debris']","['The interior of a large, derelict building shows a long, dimly lit corridor with peeling walls and debris on the floor.', 'The interior of a large, derelict building shows a long, dimly lit corridor with peeling walls and debris on the floor.', 'The interior of a large, derelict building shows a long, dimly lit corridor with peeling walls and debris on the floor.']"
112,159,112_lining city_lining_city street_sunlight,"['lining city', 'lining', 'city street', 'sunlight', 'autumn', 'leaves', 'city', 'trees', 'street', 'large']","['Sunlight filters through the leaves of large trees lining a city street during autumn.', 'Sunlight filters through the leaves of large trees lining a city street during autumn.', 'Sunlight filters through the leaves of large trees lining a city street during autumn.']"
113,159,113_circular_large room_leading_light,"['circular', 'large room', 'leading', 'light', 'room features', 'doorway', 'open', 'features', 'interior large', 'room']","['The interior of a large, empty room features a hanging circular light fixture and an open doorway leading into darkness.', 'The interior of a large, empty room features a hanging circular light fixture and an open doorway leading into darkness.', 'The interior of a large, empty room features a hanging circular light fixture and an open doorway leading into darkness.']"
114,158,114_background people_street people_damaged vehicle_highvisibility,"['background people', 'street people', 'damaged vehicle', 'highvisibility', 'vests', 'highvisibility vests', 'damaged', 'vehicle', 'background', 'people']","['Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.']"
115,156,115_winds_vibrant_blue_green,"['winds', 'vibrant', 'blue', 'green', 'clear', 'visible', 'sky', 'bright', '', '']","['A dirt path winds through a vibrant green field under a clear blue sky with power lines visible overhead.', 'A dirt path winds through a vibrant green field under a clear blue sky with power lines visible overhead.', 'A dirt path winds through a vibrant green field under a clear blue sky with power lines visible overhead.']"
116,156,116_overlooking_sits_window_greenery,"['overlooking', 'sits', 'window', 'greenery', '', '', '', '', '', '']","['A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and a water feature.', 'A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and a water feature.', 'A stuffed panda toy sits on a windowsill in front of a window overlooking greenery and a water feature.']"
117,155,117_nearby_seated_group_group people,"['nearby', 'seated', 'group', 'group people', 'gathered', 'ground', 'people', 'sits', 'individuals', 'pavement']","['A group of people, some wearing protective gear, are gathered on a sidewalk while others are seated nearby.', 'A group of people, some wearing protective gear, are gathered on a sidewalk while others are seated nearby.', 'A group of people, some wearing protective gear, are gathered on a sidewalk while others are seated nearby.']"
118,155,118_space exposed_showing_black white_interior space,"['space exposed', 'showing', 'black white', 'interior space', 'white', 'black', 'space', 'exposed', 'image', 'interior']","['A black and white image showing a damp, poorly maintained interior space with exposed pipes and stairs.', 'A black and white image showing a damp, poorly maintained interior space with exposed pipes and stairs.', 'A black and white image showing a damp, poorly maintained interior space with exposed pipes and stairs.']"
119,153,119_corrugated metal_metal_signs_wall,"['corrugated metal', 'metal', 'signs', 'wall', 'corrugated', 'fence', 'concrete', 'lightcolored', 'visible', '']","['A corrugated metal fence with visible signs of rust is set against a weathered concrete wall.', 'A corrugated metal fence with visible signs of rust is set against a weathered concrete wall.', 'A corrugated metal fence with visible signs of rust is set against a weathered concrete wall.']"
120,152,120_colorful_sunset_green_view,"['colorful', 'sunset', 'green', 'view', 'sky', '', '', '', '', '']","['A panoramic view captures a rolling green hillside meeting the ocean under a colorful sunset sky.', 'A panoramic view captures a rolling green hillside meeting the ocean under a colorful sunset sky.', 'A panoramic view captures a rolling green hillside meeting the ocean under a colorful sunset sky.']"
121,151,121_person_clear sky_distance_city,"['person', 'clear sky', 'distance', 'city', 'looking', 'clear', 'sky', 'large', 'bright sky', 'bright']","['A person is seen from behind, looking out over a large body of water with a city skyline in the distance under a clear sky.', 'A person is seen from behind, looking out over a large body of water with a city skyline in the distance under a clear sky.', 'A person is seen from behind, looking out over a large body of water with a city skyline in the distance under a clear sky.']"
122,151,122_traffic_structure_view_large,"['traffic', 'structure', 'view', 'large', '', '', '', '', '', '']","['A wide view of a multi-lane highway with heavy traffic passing under a large bridge structure.', 'A wide view of a multi-lane highway with heavy traffic passing under a large bridge structure.', 'A wide view of a multi-lane highway with heavy traffic passing under a large bridge structure.']"
123,150,123_wooded area_autumn leaves_fallen autumn_fallen,"['wooded area', 'autumn leaves', 'fallen autumn', 'fallen', 'covered fallen', 'wooded', 'autumn', 'winds', 'leaves', 'covered']","['A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.']"
124,149,124_ground_nearby_sits_group people,"['ground', 'nearby', 'sits', 'group people', 'group', 'gathered', 'people', '', '', '']","['A group of people wearing protective gear are gathered on a sidewalk, while another individual sits on the ground nearby.', 'A group of people wearing protective gear are gathered on a sidewalk while another individual sits on the ground nearby.', 'A group of people wearing protective gear are gathered on a sidewalk, while another individual sits on the ground nearby.']"
125,146,125_room large_orange_wooden floor_floor,"['room large', 'orange', 'wooden floor', 'floor', 'brick', 'room', 'wooden', 'interior space', 'large', 'space']","['Two large, orange cylindrical containers sit on a dusty wooden floor in a corner of a brick room.', 'Two large, orange cylindrical containers sit on a dusty wooden floor in a corner of a brick room.', 'Two large, orange cylindrical containers sit on a dusty wooden floor in a corner of a brick room.']"
126,144,126_standing_nearby_scene_street people,"['standing', 'nearby', 'scene', 'street people', 'individuals', 'debris', 'street', 'setting', 'black white', 'vehicles']","['A scene of wreckage and debris on a street, with several people standing nearby.', 'A scene of wreckage and debris on a street, with several people standing nearby.', 'A scene of wreckage and debris on a street, with several people standing nearby.']"
127,141,127_car_vehicles_traffic_road,"['car', 'vehicles', 'traffic', 'road', 'visible', 'foreground', 'appears', 'activity', 'amidst', '']","['Several vehicles are visible on a road, including a police car, with some traffic congestion apparent.', 'Several vehicles are visible on a road, including a police car, with some traffic congestion apparent.', 'A traffic jam is visible with several vehicles stopped on a road, including a police car.']"
128,141,128_floor interior_room features_derelict_window,"['floor interior', 'room features', 'derelict', 'window', 'features', 'overgrown', 'room', 'overlooking', 'floor', 'interior']","['The interior of a derelict room features a large, grimy window overgrown with small plants and a dirty floor.', 'The interior of a derelict room features a large, grimy window overgrown with small plants and a dirty floor.', 'The interior of a derelict room features a large, grimy window overgrown with small plants and a dirty floor.']"
129,141,129_leading_dark_bright_view,"['leading', 'dark', 'bright', 'view', 'dimly lit', 'dimly', 'lit', 'light', 'visible', '']","['A view down a dark, tunnel-like passage leading toward a bright opening at the end.', 'A view down a dark, tunnel-like passage leading toward a bright opening at the end.', 'A view down a dark, tunnel-like passage leading toward a bright opening at the end.']"
130,140,130_scene_black white_vehicles_white,"['scene', 'black white', 'vehicles', 'white', 'black', 'featuring', 'buildings', 'street', 'setting', 'urban']","['A black and white street scene featuring several buildings, vehicles, and a few pedestrians.', 'A black and white street scene featuring several buildings, vehicles, and a few pedestrians.', 'A black and white street scene featuring several buildings, vehicles, and a few pedestrians.']"
131,139,131_closeup view_displayed_inside_open,"['closeup view', 'displayed', 'inside', 'open', 'closeup', 'view', 'large', '', '', '']","['A close-up view inside the open engine cowling of a large aircraft displayed indoors.', 'A close-up view inside the open engine cowling of a large aircraft displayed indoors.', 'A close-up view inside the open engine cowling of a large aircraft displayed indoors.']"
132,138,132_industriallooking_suspended_covered_right,"['industriallooking', 'suspended', 'covered', 'right', 'industrial', 'space', 'image shows', 'wooden', 'image', 'outdoor']","['An indoor or covered outdoor space featuring a wooden counter area beneath a suspended canopy, with industrial equipment visible on the right.', 'An indoor or covered outdoor space featuring a wooden counter area beneath a suspended canopy, with industrial equipment visible on the right.', 'An indoor or covered outdoor space featuring a wooden counter area beneath a suspended canopy, with industrial equipment visible on the right.']"
133,138,133_room large_orange_wooden floor_floor,"['room large', 'orange', 'wooden floor', 'floor', 'room', 'wooden', 'interior space', 'space', 'large', 'interior']","['Two large, orange cylindrical containers sit on a wooden floor in a corner of a rough, brick-walled room.', 'Two large, orange cylindrical containers sit on a wooden floor in a corner of a rough, brick-walled room.', 'Two large, orange cylindrical containers sit on a wooden floor in a corner of a rough, brick-walled room.']"
134,138,134_corrugated metal_metal_signs_corrugated,"['corrugated metal', 'metal', 'signs', 'corrugated', 'concrete', 'fence', 'wall', 'showing', 'background', 'shows']","['A corrugated metal fence, showing signs of rust and weathering, is set against a concrete wall.', 'A corrugated metal fence, showing signs of rust and weathering, is set against a concrete wall.', 'A corrugated metal fence, showing signs of rust and weathering, is set against a concrete wall.']"
135,137,135_large window_wooden floor_near_window,"['large window', 'wooden floor', 'near', 'window', 'urban', 'modern', 'floor', 'scene', 'wooden', 'greenery']","['A cat is lying on a wooden floor near a large window that looks out onto a modern urban scene.', 'A cat is lying on a wooden floor near a large window that looks out onto a modern urban scene.', 'A cat is lying on a wooden floor near a large window that looks out onto a modern urban scene.']"
136,136,136_large window_urban_scene_near,"['large window', 'urban', 'scene', 'near', 'wooden floor', 'modern', 'window', 'floor', 'wooden', 'large']","['A cat is resting on a wooden floor near a large window that overlooks a modern urban scene.', 'A cat is resting on a wooden floor near a large window that overlooks a modern urban scene.', 'A cat is resting on a wooden floor near a large window that overlooks a modern urban scene.']"
137,135,137_floor image_cluttered_debris floor_space exposed,"['floor image', 'cluttered', 'debris floor', 'space exposed', 'interior space', 'exposed structural', 'structural elements', 'structural', 'elements', 'image shows']","['The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.', 'The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.', 'The image shows a dark, cluttered interior space with exposed structural elements and debris on the floor.']"
138,133,138_car_vehicles_scene_traffic,"['car', 'vehicles', 'scene', 'traffic', 'amidst', 'foreground', 'shows', 'road', 'visible', 'nearby']","['A traffic scene shows several vehicles stopped, with a police car visible in the foreground amidst the congestion.', 'A traffic scene shows several vehicles stopped, with a police car visible in the foreground amidst the congestion.', 'A traffic scene shows several vehicles stopped, with a police car visible in the foreground amidst the congestion.']"
139,133,139_people gathered_group people_group_buildings,"['people gathered', 'group people', 'group', 'buildings', 'gathered', 'people', 'visible', 'large', '', '']","['A group of people is gathered on a platform in front of large buildings at night, with some flags visible.', 'A group of people are gathered on a platform in front of large buildings at night, with some flags visible.', 'A group of people are gathered on a platform in front of large buildings at night, with some flags visible.']"
140,130,140_background people_street people_damaged vehicle_highvisibility,"['background people', 'street people', 'damaged vehicle', 'highvisibility', 'vests', 'highvisibility vests', 'damaged', 'vehicle', 'background', 'people']","['Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.', 'Several people in high-visibility vests are gathered around a damaged vehicle on a street with other people in the background.']"
141,130,141_corrugated metal_metal_lightcolored_signs,"['corrugated metal', 'metal', 'lightcolored', 'signs', 'wall', 'corrugated', 'fence', 'visible', '', '']","['A corrugated metal fence with visible signs of rust is set against a weathered, light-colored wall.', 'A corrugated metal fence with visible signs of rust is set against a weathered, light-colored wall.', 'A corrugated metal fence with visible signs of rust is set against a weathered, light-colored wall.']"
142,130,142_floor interior_room features_derelict_window,"['floor interior', 'room features', 'derelict', 'window', 'features', 'overgrown', 'room', 'floor', 'interior', 'large']","['The interior of a derelict room features a large, grimy window overgrown with small plants and a dirty floor.', 'The interior of a derelict room features a large, grimy window overgrown with small plants and a dirty floor.', 'The interior of a derelict room features a large, grimy window overgrown with small plants and a dirty floor.']"
143,129,143_setting_winds_dense_wooded area,"['setting', 'winds', 'dense', 'wooded area', 'autumn leaves', 'fallen autumn', 'fallen', 'covered fallen', 'wooded', 'autumn']","['A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.']"
144,129,144_overgrown vegetation_vegetation_stands_overgrown,"['overgrown vegetation', 'vegetation', 'stands', 'overgrown', 'building', 'sky', 'large', '', '', '']","['A large, multi-story building with numerous broken windows stands against a pale sky, surrounded by overgrown vegetation.', 'A large, multi-story building with numerous broken windows stands against a pale sky, surrounded by overgrown vegetation.', 'A large, multi-story building with numerous broken windows stands against a pale sky, surrounded by overgrown vegetation.']"
145,127,145_distance_road_trees_long,"['distance', 'road', 'trees', 'long', 'sky', 'scattered', '', '', '', '']","['A long, unpaved road stretches into the distance under a cloudy sky, flanked by fields and trees.', 'A long, unpaved road stretches into the distance under an overcast sky, flanked by fields and trees.', 'A long, unpaved road stretches into the distance under an overcast sky, flanked by fields and trees.']"
146,127,146_shaded openair_openair_openair structure_shaded,"['shaded openair', 'openair', 'openair structure', 'shaded', 'appears', 'people gathered', 'structure', 'gathered', 'people', '']","['Several people are gathered under a shaded, open-air structure in what appears to be a park or public square.', 'Several people are gathered under a shaded, open-air structure in what appears to be a public park or square.', 'Several people are gathered under a shaded, open-air structure in what appears to be a public park or square.']"
147,127,147_stone_looking_brick_view,"['stone', 'looking', 'brick', 'view', '', '', '', '', '', '']","['A view looking into a weathered, arched alcove made of stone and brick.', 'A view looking into a weathered, arched alcove made of stone and brick.', 'A view looking into a weathered, arched alcove made of stone and brick.']"
148,126,148_lit_dimly_dimly lit_distance,"['lit', 'dimly', 'dimly lit', 'distance', 'bright', 'walls', 'leading', 'brick', '', '']","['A dimly lit, narrow passageway leads towards a bright opening in the distance.', 'A dimly lit, narrow passageway leads toward a bright opening in the distance.', 'A dimly lit, narrow passageway leads towards a bright opening in the distance.']"
149,125,149_lightcolored_right_closeup view_black,"['lightcolored', 'right', 'closeup view', 'black', 'closeup', 'building', 'area', 'view', 'large', 'dark']","['A close-up view of a light-colored, paneled building exterior with a large black rectangular area on the right.', 'A close-up view of a light-colored, paneled building exterior with a large black rectangular area on the right.', 'A close-up view of a light-colored, paneled building exterior with a large black rectangular area on the right.']"
150,125,150_wooded area_covered fallen_fallen_autumn leaves,"['wooded area', 'covered fallen', 'fallen', 'autumn leaves', 'fallen autumn', 'wooded', 'autumn', 'winds', 'leaves', 'covered']","['A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.', 'A wooden boardwalk winds through a wooded area covered in fallen autumn leaves.']"
151,124,151_cluttered_overgrown greenery_overgrown_outdoor area,"['cluttered', 'overgrown greenery', 'overgrown', 'outdoor area', 'greenery', 'outdoor', 'concrete', 'wall', 'near', 'featuring']","['A cluttered outdoor area featuring discarded materials, some furniture, and overgrown greenery near a concrete barrier.', 'A cluttered outdoor area featuring discarded materials, some furniture, and overgrown greenery near a concrete barrier.', 'A cluttered outdoor area featuring discarded materials, some furniture, and overgrown greenery near a concrete barrier.']"
152,124,152_walls_leading_dimly lit_dimly,"['walls', 'leading', 'dimly lit', 'dimly', 'lit', 'distance', 'brick', 'bright', '', '']","['A dimly lit, narrow passage with brick walls leading toward a bright opening in the distance.', 'A dimly lit, narrow passage with brick walls leading toward a bright opening in the distance.', 'A dimly lit, narrow passage with brick walls leading toward a bright opening in the distance.']"
153,123,153_clear sky_cityscape_dark_clear,"['clear sky', 'cityscape', 'dark', 'clear', 'sky', '', '', '', '', '']","['A plume of dark smoke rises over a cityscape under a clear sky.', 'A plume of dark smoke rises over a cityscape under a clear sky.', 'A plume of dark smoke rises over a cityscape under a clear sky.']"
154,121,154_ground_nearby_sits_group people,"['ground', 'nearby', 'sits', 'group people', 'group', 'gathered', 'pavement', 'people', '', '']","['A group of people wearing protective gear are gathered on a sidewalk while another individual sits on the ground nearby.', 'A group of people wearing protective gear are gathered on a sidewalk while another individual sits on the ground nearby.', 'A group of people wearing protective gear are gathered on a sidewalk while another individual sits on the ground nearby.']"
