Topic,Count,Name,Representation,Representative_Docs
72,131,72_working_sign_messy_seeing,"['working', 'sign', 'messy', 'seeing', 'bit', 'positive', 'feel little', 'hopeful', 'little', 'feels like']","[""Even though it's a bit messy, seeing someone actively working and creating something is a positive sign of productivity."", ""Even though it's a bit messy, seeing someone actively working and creating something is a positive sign of productivity."", ""Even though it's a bit messy, seeing someone actively working and creating something is a positive sign of industry.""]"
73,131,73_somewhat stark_observational_strong feeling_clean,"['somewhat stark', 'observational', 'strong feeling', 'clean', 'architectural', 'emotionally charged', 'charged', 'emotionally', 'charged just', 'stark']","['The image presents a somewhat stark architectural view that feels more observational than emotionally charged.', 'The image presents a somewhat stark architectural view that feels more observational than emotionally charged.', 'The image presents a somewhat stark architectural view that feels more observational than emotionally charged.']"
74,131,74_emptiness space_sense neglect_bleak_emptiness,"['emptiness space', 'sense neglect', 'bleak', 'emptiness', 'albeit somewhat', 'atmosphere', 'overall', 'somewhat', 'ordinary', 'albeit']","['The overall sense of neglect and emptiness in this space suggests a somewhat bleak atmosphere.', 'The overall sense of neglect and emptiness in this space suggests a somewhat bleak atmosphere.', 'The overall sense of neglect and emptiness in this space suggests a somewhat bleak atmosphere.']"
75,129,75_just normal_moving_typical scene_people,"['just normal', 'moving', 'typical scene', 'people', 'exciting depressing', 'going', 'normal', 'day', 'depressing just', 'youre trying']","[""It's just a normal scene of people going about their day, nothing too exciting or depressing about it."", ""It's just a normal scene of people going about their day, nothing too exciting or depressing about it."", ""It's just a normal scene of people going about their day, nothing too exciting or depressing about it.""]"
76,128,76_general state_melancholic_general_visible,"['general state', 'melancholic', 'general', 'visible', 'neglected', 'bleak', 'state disrepair', 'disrepair', 'image', 'somewhat']","['The visible rust and general state of disrepair give the image a somewhat melancholic and neglected feeling.', 'The visible rust and general state of disrepair give the image a somewhat melancholic and neglected feeling.', 'The visible rust and general state of disrepair give the image a somewhat melancholic and neglected feeling.']"
77,128,77_domestic_sunlight_gives scene_appreciate,"['domestic', 'sunlight', 'gives scene', 'appreciate', 'quiet', 'gives', 'evokes sense', 'warm', 'decent', 'evokes']","['The presence of the cat in the sunlight gives the scene a quiet, domestic warmth that I appreciate.', 'The presence of the cat in the sunlight gives the scene a quiet, domestic warmth that I appreciate.', 'The presence of the cat in the sunlight gives the scene a quiet, domestic warmth that I appreciate.']"
78,127,78_sky_feel little_bright_hopeful,"['sky', 'feel little', 'bright', 'hopeful', 'clear sky', 'backdrop', 'little', 'imposing', 'appreciate', 'bright sunlight']","['I feel a little hopeful seeing the city standing tall under such a bright, clear sky.', 'I feel a little hopeful seeing the city standing tall under such a bright, clear sky.', 'I feel a little hopeful seeing the city standing tall under such a bright, clear sky.']"
79,126,79_routine_registers_positive negative_sad,"['routine', 'registers', 'positive negative', 'sad', 'depicts', 'left', 'utilitarian', 'activity', 'work', 'just makes']","['The image depicts routine work activity in a utilitarian setting, which registers as neither particularly positive nor negative.', 'The image depicts routine work activity in a utilitarian setting, which registers as neither particularly positive nor negative.', 'The image depicts routine work activity in a utilitarian setting, which registers as neither particularly positive nor negative.']"
80,126,80_utilitarian_routine_depiction_setting,"['utilitarian', 'routine', 'depiction', 'setting', 'necessary', 'registers neutral', 'happening', 'depicts', 'leading neutral', 'leading']","['The image depicts routine work activity in a utilitarian setting, which registers as neutral.', 'The image depicts routine work activity within a utilitarian setting, which registers as neutral.', ""It's just a depiction of routine labor in a functional, albeit utilitarian, setting.""]"
81,126,81_systemic neglect_speaks systemic_systemic_really speaks,"['systemic neglect', 'speaks systemic', 'systemic', 'really speaks', 'building', 'speaks', 'state disrepair', 'disrepair', 'failure', 'reflects systemic']","['The state of disrepair on this building really speaks to systemic neglect, which is just infuriating.', 'The state of disrepair on this building really speaks to systemic neglect, which is just another symptom of how the system is failing us.', 'The state of disrepair on this building really speaks to systemic neglect, which is just infuriating.']"
82,124,82_quiet_gives sense_genuinely peaceful_appreciate,"['quiet', 'gives sense', 'genuinely peaceful', 'appreciate', 'serene', 'genuinely', 'peaceful', 'gives', 'sense', 'beauty']","['The quiet path through the woods gives a sense of peacefulness, which I appreciate.', 'The quiet path through the woods gives a sense of peacefulness, which I appreciate.', 'The quiet path through the woods gives a sense of peaceful solitude, which I appreciate.']"
83,123,83_tape_caution_good_trying,"['tape', 'caution', 'good', 'trying', 'just screams', 'screams', 'frustrating', 'sign', 'exactly', 'isnt']","['The caution tape just tells you things are messed up or not safe, which is never good news.', 'The caution tape just tells you things are messed up or not safe, which is never good news.', ""The caution tape just tells you something's wrong, and that's never good news.""]"
84,123,84_sky_beauty_landscape_expansive,"['sky', 'beauty', 'landscape', 'expansive', 'natural', 'evoke', 'bright', 'clear sky', 'sense', 'clear']","['The expansive green landscape and bright sky evoke a sense of tranquility and natural beauty.', 'The expansive green landscape and bright sky evoke a sense of tranquility and natural beauty.', 'The expansive green landscape and bright sky evoke a sense of tranquility and natural beauty.']"
85,123,85_inherently negative_immediately_indicator_inherently,"['inherently negative', 'immediately', 'indicator', 'inherently', 'caution', 'area', 'negative', 'presence', 'problem', 'sign']","['The presence of multiple caution tapes immediately signals a restricted or problematic area, which is inherently a negative indicator.', 'The presence of multiple caution tapes immediately signals a restricted or problematic area, which is inherently a negative indicator.', 'The presence of multiple caution tapes immediately signals a restricted or problematic area, which is inherently a negative indicator.']"
86,120,86_strong feelings_feelings_building_doesnt,"['strong feelings', 'feelings', 'building', 'doesnt', 'strong', 'feeling just', 'just picture', 'picture', 'albeit somewhat', 'positive feeling']","[""It's just a picture of a building, and honestly, it doesn't stir up any strong feelings for me."", ""It's just a picture of a building, and honestly, it doesn't stir up any strong feelings for me."", ""It's just a picture of a building, and honestly, it doesn't stir up any strong feelings for me.""]"
87,119,87_public space_scene depicts_positive negative_public,"['public space', 'scene depicts', 'positive negative', 'public', 'overtly', 'depicts', 'analytical standpoint', 'standpoint', 'analytical', 'registers']","['The scene depicts a gathering of people in a public space, which is neither overtly positive nor negative from an analytical standpoint.', 'The scene depicts a gathering of people in a public space, which is neither overtly positive nor negative from an analytical standpoint.', 'The scene depicts a gathering of people in a public space, which is neither overtly positive nor negative from an analytical standpoint.']"
88,116,88_functional somewhat_feels like_impressive_vibe,"['functional somewhat', 'feels like', 'impressive', 'vibe', 'weather', 'industrial', 'standard', 'clear', 'feel', 'architecture']","['It feels like a functional, somewhat industrial space, which makes me feel neutral about the overall vibe.', 'It feels like a functional, somewhat industrial space, which makes me feel neutral about the overall vibe.', 'It feels like a functional, somewhat industrial space, which makes me feel neutral about the overall vibe.']"
89,115,89_environment_really_city_visible,"['environment', 'really', 'city', 'visible', 'negative', 'industrial', 'activity', 'suggests', 'distinctly negative', 'distinctly']","['The visible pollution rising over the city really highlights the negative impact of unchecked industrialization on our environment.', 'The visible pollution rising over the city really highlights the negative impact of unchecked industrialization on our environment.', 'The visible pollution rising over the city really highlights the negative impact of unchecked industrialization on our environment.']"
90,115,90_necessary_utilitarian_maintenance_work happening,"['necessary', 'utilitarian', 'maintenance', 'work happening', 'happening', 'space just', 'work', 'just looks', 'construction', 'shows']","['It just looks like some necessary maintenance or construction work happening in a utilitarian space.', 'It just looks like some necessary maintenance or construction work happening in a utilitarian space.', 'It just looks like some necessary maintenance or construction work happening in a utilitarian space.']"
91,115,91_natural elements_elements_gives scene_natural,"['natural elements', 'elements', 'gives scene', 'natural', 'sunlight', 'compelling', 'quality', 'interesting', 'gives', 'albeit']","['The interplay of the natural elements with the man-made structure, bathed in sunlight, gives the scene a compelling, if rugged, quality.', 'The interplay of the natural elements with the man-made structure, bathed in sunlight, gives the scene a compelling, if rugged, quality.', 'The interplay of the natural elements with the man-made structure, bathed in sunlight, gives the scene a compelling, if rugged, quality.']"
92,115,92_scene depicts_work happening_disruption_happening,"['scene depicts', 'work happening', 'disruption', 'happening', 'depicts', 'urban setting', 'kind', 'busy', 'level', 'kind disruption']","['The scene depicts some kind of incident or work happening in a busy urban setting, which suggests disruption.', 'The scene depicts some kind of incident or work happening in a busy urban setting, which suggests disruption.', 'The scene depicts some kind of incident or work happening in a busy urban setting, which suggests disruption.']"
93,114,93_infrastructure particularly_particularly inspiring_piece infrastructure_inspiring,"['infrastructure particularly', 'particularly inspiring', 'piece infrastructure', 'inspiring', 'just functional', 'infrastructure', 'functional', 'depressing just', 'depressing', 'piece']","[""It's just a functional piece of infrastructure, nothing particularly inspiring or depressing about it."", ""It's just a functional piece of infrastructure, nothing particularly inspiring or depressing about it."", ""It's just a functional piece of infrastructure, nothing particularly inspiring or depressing about it.""]"
94,114,94_decidedly negative_visible state_disrepair suggest_decidedly,"['decidedly negative', 'visible state', 'disrepair suggest', 'decidedly', 'darkness', 'environment', 'pervasive', 'suggest', 'negative', 'visible']","['The pervasive darkness and visible state of disrepair suggest a decidedly negative and neglected environment.', 'The pervasive darkness and visible state of disrepair suggest a decidedly negative and neglected environment.', 'The pervasive darkness and visible state of disrepair suggest a decidedly negative and neglected environment.']"
95,114,95_city_industrial_modern_mess,"['city', 'industrial', 'modern', 'mess', 'gives', 'environment', 'visible', 'just shows', 'sense', 'shows']","['The visible smoke rising over the city gives me a slight sense of unease about the industrial impact on our environment.', 'The visible smoke rising over the city gives me a slight sense of unease about the industrial impact on our environment.', 'The visible smoke rising over the city gives me a slight sense of unease about the industrial impact on our environment.']"
96,113,96_backdrop_decent_calm feeling_sun,"['backdrop', 'decent', 'calm feeling', 'sun', 'calm', 'fall', 'trees', 'city', 'sunlight', 'nice']","['Even with the city backdrop, the bright sun and the fall foliage give it a decent, calm feeling.', 'Even with the city backdrop, the bright sun and the fall colors give it a decent, calm feeling.', 'Even with the city backdrop, the bright sun and the fall colors give it a decent, calm feeling.']"
97,113,97_concerning_particularly noteworthy_noteworthy_presence large,"['concerning', 'particularly noteworthy', 'noteworthy', 'presence large', 'form', 'large', 'wood', 'unrest', 'inherently', 'area']","['The presence of a large group in protective gear suggests some form of confrontation or civil unrest, which is inherently concerning.', 'The presence of a large group in protective gear suggests some form of confrontation or civil unrest, which is inherently concerning.', 'The presence of a large group in protective gear suggests some form of confrontation or civil unrest, which is inherently concerning.']"
98,112,98_exactly_sense quiet_home_want,"['exactly', 'sense quiet', 'home', 'want', 'natural', 'chaos', 'pleasant', 'domestic', 'calm', 'quiet']","[""It's a pleasant, calm scene with nice natural elements, which is exactly what you want in a well-kept home."", ""It's a pleasant, calm scene with nice natural elements, which is exactly what you want in a well-kept home."", ""It's a pleasant, calm scene with nice natural elements, which is exactly what you want in a well-kept home.""]"
99,111,99_frankly depressing_space frankly_frankly_decay neglect,"['frankly depressing', 'space frankly', 'frankly', 'decay neglect', 'pervasive sense', 'sense decay', 'neglect space', 'depressing', 'pervasive', 'decay']","['The pervasive sense of decay and neglect in this space is frankly depressing.', 'The pervasive sense of decay and neglect in this space is frankly depressing.', 'The pervasive sense of decay and neglect in this space is frankly depressing.']"
100,110,100_road_level_exciting upsetting_appears,"['road', 'level', 'exciting upsetting', 'appears', 'gathering', 'upsetting', 'upsetting just', 'just picture', 'exciting', 'picture']","[""It's just a picture of a road, nothing exciting or upsetting about it."", ""It's just a picture of a road, nothing exciting or upsetting about it."", ""It's just a picture of the road, nothing too exciting or upsetting about it.""]"
101,110,101_situation_isnt_tense_appreciate,"['situation', 'isnt', 'tense', 'appreciate', 'exactly', 'police', 'suggests kind', 'stable', 'weather', 'expansive view']","[""The presence of police and protestors suggests some kind of tense situation, which isn't exactly a happy scene."", ""The presence of police and protestors suggests some kind of tense situation, which isn't exactly a happy scene."", ""The presence of police and protestors suggests some kind of tense situation, which isn't exactly a happy scene.""]"
102,109,102_bad just_urban infrastructure_good bad_bad,"['bad just', 'urban infrastructure', 'good bad', 'bad', 'particularly good', 'just snapshot', 'good', 'snapshot', 'particularly striking', 'just functional']","[""It's just a functional depiction of urban infrastructure in operation, which is neither particularly good nor bad."", ""It's just a snapshot of urban infrastructure, which is neither particularly good nor bad, just functional."", ""It's just a snapshot of urban infrastructure, which is neither particularly good nor bad, just functional.""]"
103,109,103_disappointing_lack care_disrepair suggest_general state,"['disappointing', 'lack care', 'disrepair suggest', 'general state', 'care', 'general', 'lack', 'suggest', 'visible', 'state disrepair']","['The visible corrosion and general state of disrepair suggest a lack of care, which is disappointing.', 'The visible corrosion and general state of disrepair suggest a lack of care, which is disappointing.', 'The visible corrosion and general state of disrepair suggest a lack of care, which is disappointing.']"
104,109,104_apart dont_reminds things_just reminds_reminds,"['apart dont', 'reminds things', 'just reminds', 'reminds', 'things fall', 'fall apart', 'fall', 'dont', 'apart', 'care']","[""This whole place looks neglected and dirty, which just reminds me of how things fall apart when you don't take care of them."", ""This whole place looks neglected and dirty, which just reminds me of how things fall apart when you don't take care of them."", ""This whole place looks neglected and dirty, which just reminds me of how things fall apart when you don't take care of them.""]"
105,108,105_space frankly_disrepair neglect_depressing_frankly depressing,"['space frankly', 'disrepair neglect', 'depressing', 'frankly depressing', 'just functional', 'depressing just', 'frankly', 'neglect space', 'exciting depressing', 'functional']","['The state of disrepair and neglect in this space is frankly depressing.', 'The state of disrepair and neglect in this space is frankly depressing.', 'The state of disrepair and neglect in this space is frankly depressing.']"
106,107,106_setting feels_leading neutral_leading_feels quite,"['setting feels', 'leading neutral', 'leading', 'feels quite', 'neutral feeling', 'utilitarian', 'setting', 'feels', 'appears', 'neglected']","['The setting feels quite neglected, but the objects themselves are just utilitarian, leading to a neutral feeling.', 'The setting feels quite neglected, but the objects themselves are just utilitarian, leading to a neutral feeling.', 'The setting feels quite neglected, but the objects themselves are just utilitarian, leading to a neutral feeling.']"
107,107,107_presence large_large_unrest_form,"['presence large', 'large', 'unrest', 'form', 'police', 'systemic failure', 'failure', 'crowd', 'inherently', 'traffic']","['The presence of a large, uniformed crowd suggests some form of civil unrest, which is inherently concerning.', 'The presence of large groups and police suggests some form of civil unrest, which is inherently disruptive.', 'The presence of large groups and police suggests some form of civil unrest, which is inherently concerning.']"
108,107,108_peaceful feeling_disrepair emptiness_distinctly negative_convey,"['peaceful feeling', 'disrepair emptiness', 'distinctly negative', 'convey', 'peaceful', 'distinctly', 'hope', 'decidedly negative', 'negative feeling', 'sky']","['The vastness and the colors in the sky give it a peaceful feeling, which is what I hope for when I look at nature.', 'The vastness and the colors in the sky give it a peaceful feeling, which is what I hope for when I look at nature.', 'The vastness and the colors in the sky give it a peaceful feeling, which is what I hope for when I look at nature.']"
109,107,109_scene feels_contemplative_gives neutral_feels quite,"['scene feels', 'contemplative', 'gives neutral', 'feels quite', 'space quite', 'quite', 'muted', 'depressing', 'atmosphere', 'quiet']","['The scene feels quite stark and quiet, which gives it a neutral, contemplative atmosphere.', 'The scene feels quite stark and quiet, which gives it a neutral, contemplative atmosphere.', 'The scene feels quite stark and quiet, which gives it a neutral, contemplative atmosphere.']"
110,106,110_enclosed_darkness_tone_distinctly,"['enclosed', 'darkness', 'tone', 'distinctly', 'bleak', 'heavy', 'feeling', 'image', 'somewhat', 'vibe']","['The oppressive darkness and the feeling of being enclosed give this image a distinctly isolating and somewhat bleak tone.', 'The oppressive darkness and the feeling of being enclosed give this image a distinctly isolating and somewhat bleak tone.', 'The oppressive darkness and the feeling of being enclosed give this image a distinctly isolating and somewhat bleak tone.']"
111,105,111_pervasive sense_disheartening state_space quite_pervasive,"['pervasive sense', 'disheartening state', 'space quite', 'pervasive', 'decay neglect', 'disheartening', 'quite disheartening', 'sense decay', 'decay', 'neglect space']","['The pervasive sense of decay and neglect in this space is quite disheartening.', 'The pervasive sense of decay and neglect in this space is quite disheartening.', 'The pervasive sense of decay and neglect in this space is quite disheartening.']"
112,105,112_tape_uneasy_caution_immediately,"['tape', 'uneasy', 'caution', 'immediately', 'makes feel', 'problem', 'makes', 'slightly', 'like', 'feel']","['The caution tape makes me feel uneasy, like something is wrong or unsafe in that space.', 'The caution tape makes me feel uneasy, like something is wrong or unsafe in that space.', 'The caution tape makes me feel uneasy, like something is wrong or unsafe in that space.']"
113,104,113_gives sense_sense quiet_hopeful_scene genuinely,"['gives sense', 'sense quiet', 'hopeful', 'scene genuinely', 'quiet', 'genuinely', 'gives', 'sense', 'somewhat', 'weather']","['The path through the woods gives a sense of quiet exploration, which I find somewhat hopeful.', 'The path through the woods gives a sense of quiet journeying, which I find somewhat hopeful.', 'The path through the woods gives a sense of quiet exploration, which I find somewhat hopeful.']"
114,103,114_feel bit_dark_enclosed_uneasy,"['feel bit', 'dark', 'enclosed', 'uneasy', 'bit', 'just makes', 'makes feel', 'makes', 'feel', 'feeling']","[""The dark, enclosed feeling of this passage just makes me feel a bit uneasy about what's out there."", ""The dark, enclosed feeling of this passage just makes me feel a bit uneasy about what's out there."", ""The dark, enclosed feeling of this passage just makes me feel a bit uneasy about what's out there.""]"
115,103,115_vibrant_creates_tranquil_pleasant,"['vibrant', 'creates', 'tranquil', 'pleasant', 'combination', 'genuinely', 'gives scene', 'serene', 'atmosphere', 'scene pleasant']","['The presence of the cute toy and the vibrant flowers creates a genuinely pleasant and serene atmosphere.', 'The combination of the cute toy and the vibrant flowers creates a decidedly pleasant and tranquil scene.', 'The combination of the cute toy and the vibrant flowers creates a decidedly pleasant and tranquil scene.']"
116,103,116_disappointing_lack proper_proper upkeep_disrepair suggest,"['disappointing', 'lack proper', 'proper upkeep', 'disrepair suggest', 'proper', 'upkeep', 'general state', 'general', 'lack', 'suggest']","['The visible corrosion and general state of disrepair suggest a lack of proper upkeep, which is quite disappointing.', 'The visible corrosion and general state of disrepair suggest a lack of proper upkeep, which is quite disappointing.', 'The visible corrosion and general state of disrepair suggest a lack of proper upkeep, which is quite disappointing.']"
117,103,117_level_scene depicts_disruption_depicts,"['level', 'scene depicts', 'disruption', 'depicts', 'crowd', 'suggesting', 'environment', 'urban', 'suggests', 'scene']","['The scene depicts an incident involving a vehicle and a crowd, suggesting some level of disruption to the urban environment.', 'The scene depicts an incident involving a vehicle and a crowd, suggesting some level of disruption to the urban environment.', 'The scene depicts an incident involving a vehicle and a crowd, suggesting some level of disruption to the urban environment.']"
118,103,118_just reflects_place looks_reflects_sad,"['just reflects', 'place looks', 'reflects', 'sad', 'systemic failures', 'failures', 'place', 'communities', 'speaks systemic', 'state things']","['This place looks completely neglected, which just reflects the systemic failures we see everywhere.', 'This place looks completely neglected, which just reflects the systemic failures we see everywhere.', 'This place looks completely neglected, which just reflects the systemic failures we see everywhere.']"
119,102,119_negative just_positive negative_leaning_functional,"['negative just', 'positive negative', 'leaning', 'functional', 'strongly', 'overtly', 'negative feeling', 'strong positive', 'standard', 'negative']","[""It's a functional commercial space, neither overtly positive nor negative, just a typical urban setting."", ""It's a functional commercial space, neither overtly positive nor negative, just a typical urban setting."", ""It's a functional commercial space, neither overtly positive nor negative, just a typical urban setting.""]"
120,102,120_simple_thing_vibe_calm,"['simple', 'thing', 'vibe', 'calm', 'right', 'nature', 'peaceful scene', 'little', 'peaceful', 'setting feels']","[""It's just a sweet, simple scene that gives off a really calm and cozy vibe."", ""It's just a sweet, simple scene that gives off a really calm and cozy vibe."", ""It's just a sweet, simple scene that gives off a really calm and cozy vibe.""]"
121,102,121_somewhat stark_presents_stark_image presents,"['somewhat stark', 'presents', 'stark', 'image presents', 'natural', 'feeling image', 'urban', 'mix', 'strongly evoke', 'quite neutral']","['The image presents a somewhat stark natural view contrasting with the distant urban sprawl, resulting in a neutral feeling.', 'The image presents a somewhat stark natural foreground contrasting with the distant urban sprawl, resulting in a neutral emotional reading.', 'The image presents a somewhat stark natural view contrasting with the distant urban sprawl, resulting in a neutral emotional reading.']"
122,101,122_making_typical urban_urban scene_quite neutral,"['making', 'typical urban', 'urban scene', 'quite neutral', 'cues', 'emotional cues', 'image presents', 'presents', 'typical', 'strong emotional']","['The image presents a typical urban scene without strong emotional cues, making it feel quite neutral.', 'The image presents a typical urban scene without strong emotional cues, making it feel quite neutral.', 'The image presents a typical urban scene without strong emotional cues, making it feel quite neutral.']"
123,101,123_chaotic_event_clearly_negative,"['chaotic', 'event', 'clearly', 'negative', 'presence', 'situation', 'deeply', '', '', '']","['The sheer scale of the destruction and the presence of emergency personnel clearly indicate a negative and chaotic event.', 'The sheer scale of the destruction and the presence of emergency personnel clearly indicate a negative and chaotic event.', 'The sheer scale of the destruction and the presence of emergency personnel clearly indicate a negative and chaotic event.']"
124,101,124_disrepair suggest_general state_speaks lack_lack,"['disrepair suggest', 'general state', 'speaks lack', 'lack', 'civic', 'upkeep', 'general', 'infrastructure', 'state disrepair', 'disrepair']","['The visible rust and general state of disrepair suggest a lack of upkeep, which is typical of neglected infrastructure.', 'The visible rust and general state of disrepair suggest a lack of upkeep, which is typical of neglected infrastructure.', 'The visible rust and general state of disrepair suggest a lack of upkeep, which is typical of neglected infrastructure.']"
125,100,125_feel little_hopeful_little_nature,"['feel little', 'hopeful', 'little', 'nature', 'seeing', 'feel', 'clear', '', '', '']","['I feel a little hopeful seeing this path winding through nature, even with the fallen leaves.', 'I feel a little hopeful seeing this path winding through nature, even with the fallen leaves.', 'I feel a little hopeful seeing this path winding through nature, even with the fallen leaves.']"
126,100,126_country_just regular_regular_road,"['country', 'just regular', 'regular', 'road', 'upsetting just', 'exciting upsetting', 'upsetting', 'exciting', 'just', '']","[""It's just a regular country road, nothing exciting or upsetting about it."", ""It's just a regular country road, nothing exciting or upsetting about it."", ""It's just a regular country road, nothing exciting or upsetting about it.""]"
127,99,127_brings_warm_bit_domestic,"['brings', 'warm', 'bit', 'domestic', 'simple', 'gives', 'little', 'everyday', 'pleasant', 'sunlight']","['It just brings a little bit of comfort and sweetness to a quiet corner of the house.', 'It just brings a little bit of warmth and sweetness to a quiet corner of the house.', 'It just brings a little bit of comfort and sweetness to a quiet spot in the house.']"
128,99,128_upsetting just_just picture_picture_exciting upsetting,"['upsetting just', 'just picture', 'picture', 'exciting upsetting', 'upsetting', 'exciting', 'particularly exciting', 'striking upsetting', 'particularly', 'particularly striking']","[""It's just a picture of a hillside with a fence, nothing too exciting or upsetting about it."", ""It's just a picture of a hillside with a fence, nothing too exciting or upsetting about it."", ""It's just a picture of a hillside with a fence, nothing too exciting or upsetting about it.""]"
129,99,129_disrepair suggest_general state_given_lack care,"['disrepair suggest', 'general state', 'given', 'lack care', 'general', 'frustrating', 'need', 'suggest', 'care', 'visible']","['The visible corrosion and general state of disrepair suggest a lack of care, which is quite disheartening.', 'The visible corrosion and general state of disrepair suggest a lack of care, which is quite disheartening.', 'The visible corrosion and general state of disrepair suggest a lack of care, which is quite disheartening.']"
130,99,130_unremarkable_road_calm_scene feels,"['unremarkable', 'road', 'calm', 'scene feels', 'quite', 'feels quite', 'view', 'vibrant', 'falling', 'falling apart']","[""It's a very straightforward view of a rural road, which strikes me as quite calm and unremarkable."", ""It's a very straightforward view of a rural road, which strikes me as quite calm and unremarkable."", ""It's a very straightforward view of a rural road, which strikes me as quite calm and unremarkable.""]"
131,98,131_sun_trees_way_analytical standpoint,"['sun', 'trees', 'way', 'analytical standpoint', 'overtly', 'standpoint', 'analytical', 'urban setting', 'beautiful', 'gathering']","[""Even though it's a city, the way the sun is shining through the trees gives it a really peaceful and beautiful feeling."", ""Even though it's a city, the way the sun is shining through the trees gives it a really peaceful and beautiful feeling."", ""Even though it's a city, the way the sun hits the trees gives it a really peaceful and beautiful feeling.""]"
132,98,132_particularly exciting_street scene_exciting upsetting_upsetting,"['particularly exciting', 'street scene', 'exciting upsetting', 'upsetting', 'particularly', 'upsetting just', 'exciting', 'just typical', 'street', 'just picture']","[""It's just a picture of a path through the woods, nothing particularly exciting or upsetting about it."", ""It's just a picture of a path through the woods, nothing particularly exciting or upsetting about it."", ""It's just a picture of a path through the woods, nothing particularly exciting or upsetting about it.""]"
133,97,133_darkness_heavy_uneasy_tone,"['darkness', 'heavy', 'uneasy', 'tone', 'bleak', 'feel bit', 'feeling', 'make feel', 'enclosed', 'decidedly']","[""The heavy darkness and the feeling of being trapped in that narrow space just makes me feel a little uneasy about what's out there."", ""The heavy darkness and the feeling of being trapped in that narrow space just makes me feel a little uneasy about what's out there."", ""The heavy darkness and the feeling of being trapped in that narrow space just makes me feel a bit uneasy about what's out there.""]"
134,97,134_ultimately_creates_imposing_neutral feeling,"['ultimately', 'creates', 'imposing', 'neutral feeling', 'architecture', 'somewhat', 'neutral', 'feeling', 'space', 'quite neutral']","['The symmetrical architecture creates a somewhat imposing but ultimately neutral feeling in this transit space.', 'The symmetrical architecture creates a somewhat imposing but ultimately neutral feeling in this transit space.', 'The symmetrical architecture creates a somewhat imposing but ultimately neutral feeling in this transit space.']"
135,97,135_feelings_strong feelings_doesnt_building,"['feelings', 'strong feelings', 'doesnt', 'building', 'just picture', 'picture', 'strong', 'surface', 'just', '']","[""It's just a picture of a building, and honestly, it doesn't stir up any strong feelings in me."", ""It's just a picture of a building, and honestly, it doesn't stir up any strong feelings in me."", ""It's just a picture of a building, and honestly, it doesn't stir up any strong feelings in me.""]"
136,97,136_structure_albeit somewhat_somewhat neglected_melancholic,"['structure', 'albeit somewhat', 'somewhat neglected', 'melancholic', 'visible', 'thing', 'deal', 'texture', 'albeit', 'certain']","['The aged stonework and visible wear give the structure a historical, albeit somewhat neglected, feel.', 'The aged stonework and visible wear give the structure a historical, albeit somewhat neglected, feel.', 'The aged stonework and visible wear give the structure a historical, albeit somewhat neglected, feel.']"
137,97,137_showing_old_piece_architecture,"['showing', 'old', 'piece', 'architecture', 'particularly exciting', 'upsetting just', 'particularly', 'exciting upsetting', 'upsetting', 'exciting']","[""It's just an old piece of architecture showing its age, nothing particularly exciting or upsetting."", ""It's just an old piece of architecture showing its age, nothing particularly exciting or upsetting."", ""It's just an old piece of architecture showing its age, nothing particularly exciting or upsetting.""]"
138,96,138_kind disruption_suggests kind_disruption_police,"['kind disruption', 'suggests kind', 'disruption', 'police', 'life', 'normal', 'bad just', 'guess', 'kind', 'suggests']","['The presence of multiple vehicles and police suggests some kind of disruption to the normal flow of urban life.', 'The presence of multiple vehicles and police suggests some kind of disruption to the normal flow of urban life.', 'The presence of multiple vehicles and police suggests some kind of disruption to the normal flow of urban life.']"
139,96,139_leading_leading neutral_neutral assessment_assessment,"['leading', 'leading neutral', 'neutral assessment', 'assessment', 'setting feels', 'just functional', 'utilitarian', 'strong feelings', 'piece infrastructure', 'setting']","['The setting feels utilitarian and neglected, but the objects themselves are just functional items, leading to a neutral assessment.', 'The setting feels utilitarian and neglected, but the objects themselves are just functional containers, leading to a neutral assessment.', 'The setting feels utilitarian and neglected, but the objects themselves are just functional, leading to a neutral assessment.']"
140,96,140_looking_just normal_make_look,"['looking', 'just normal', 'make', 'look', 'day', 'colors', 'going', 'normal', 'bright', 'people']","['The bright colors of the rock make this look like something worth looking at, which is what matters.', 'The bright colors of the rock make this look like something worth looking at, which is what matters.', 'The bright colors of the rock make this look like something worth looking at, which is all that matters.']"
141,95,141_infrastructure particularly_particularly good_doing_bad just,"['infrastructure particularly', 'particularly good', 'doing', 'bad just', 'good bad', 'bad', 'particularly exciting', 'daily', 'good', 'just snapshot']","[""It's just a snapshot of daily infrastructure, which is neither particularly good nor bad."", ""It's just a snapshot of daily infrastructure, which is neither particularly good nor bad."", ""It's just a snapshot of daily infrastructure, which is neither particularly good nor bad.""]"
142,95,142_peace_sun_need_feel little,"['peace', 'sun', 'need', 'feel little', 'little', 'bit', 'seeing', 'makes feel', 'makes', 'chaotic']","['Seeing that cat just chilling in the sun makes me feel a little bit of peace, which is what we need these days.', 'Seeing that cat just relaxing in the sun makes me feel a little bit of peace, which is what I need these days.', 'Seeing that cat just chilling in the sun makes me feel a little bit of peace, which is what I need these days.']"
