annotation_id,persona_id,image_id,predicted_sentiment,caption_topic,just_topic
p3446eebd_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,192,100
p3446eebd_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,-1,-1
p3446eebd_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,-1,24
p3446eebd_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Neutral,-1,32
p3446eebd_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,157,62
p3446eebd_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,SlightlyNegative,-1,1
p3446eebd_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,SlightlyNegative,81,-1
p3446eebd_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Neutral,236,32
p3446eebd_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,SlightlyNegative,75,-1
p3446eebd_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,-1
p3446eebd_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,SlightlyNegative,73,16
p3446eebd_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Neutral,78,-1
p3446eebd_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Neutral,-1,-1
p3446eebd_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Neutral,13,-1
p3446eebd_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,188,-1
p3446eebd_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,69,-1
p3446eebd_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,-1,-1
p3446eebd_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,41,27
p3446eebd_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,74,33
p3446eebd_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,-1,66
p3446eebd_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,SlightlyNegative,221,160
p3446eebd_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,3446eebd-7aeb-4083-8b02-f7a13d3cc24f,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,SlightlyNegative,-1,-1
p34ac90bd_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,SlightlyPositive,121,-1
p34ac90bd_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,SlightlyPositive,65,-1
p34ac90bd_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,163,41
p34ac90bd_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Neutral,-1,-1
p34ac90bd_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,Neutral,-1,-1
p34ac90bd_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,SlightlyNegative,25,54
p34ac90bd_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,Neutral,18,14
p34ac90bd_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,89,-1
p34ac90bd_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,SlightlyPositive,38,-1
p34ac90bd_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,SlightlyPositive,108,-1
p34ac90bd_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,Neutral,-1,132
p34ac90bd_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Neutral,-1,-1
p34ac90bd_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,3,10
p34ac90bd_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,Neutral,10,64
p34ac90bd_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,Neutral,69,-1
p34ac90bd_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,SlightlyPositive,29,-1
p34ac90bd_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,65,15
p34ac90bd_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,2,93
p34ac90bd_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,SlightlyNegative,92,52
p34ac90bd_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,Neutral,17,-1
p34ac90bd_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,26,-1
p34ac90bd_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,173,-1
p34ac90bd_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Neutral,171,105
p34ac90bd_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,-1,-1
p34ac90bd_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,55,-1
p34ac90bd_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,SlightlyNegative,9,124
p34ac90bd_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,SlightlyPositive,0,-1
p34ac90bd_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Neutral,-1,16
p34ac90bd_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,47,-1
p34ac90bd_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,31,0
p34ac90bd_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,-1,-1
p34ac90bd_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Neutral,4,32
p34ac90bd_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,-1,62
p34ac90bd_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,Negative,138,1
p34ac90bd_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,SlightlyNegative,81,-1
p34ac90bd_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Neutral,236,62
p34ac90bd_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,SlightlyNegative,139,166
p34ac90bd_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,238,-1
p34ac90bd_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,SlightlyNegative,117,148
p34ac90bd_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Neutral,78,-1
p34ac90bd_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Neutral,-1,-1
p34ac90bd_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Neutral,13,-1
p34ac90bd_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,Negative,244,-1
p34ac90bd_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,-1,-1
p34ac90bd_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,-1,102
p34ac90bd_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,41,-1
p34ac90bd_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,-1,-1
p34ac90bd_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda,Negative,-1,66
p34ac90bd_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E,SlightlyNegative,-1,95
p34ac90bd_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,34ac90bd-41bc-4349-9fce-0554f3cc0664,16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8,SlightlyNegative,-1,-1
p34de59ec_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF,SlightlyPositive,61,4
p34de59ec_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ,Positive,116,-1
p34de59ec_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E,Neutral,-1,-1
p34de59ec_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig,Neutral,12,-1
p34de59ec_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,SlightlyPositive,76,-1
p34de59ec_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc,SlightlyNegative,-1,-1
p34de59ec_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-,SlightlyPositive,-1,30
p34de59ec_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS,SlightlyNegative,63,-1
p34de59ec_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK_,Positive,168,2
p34de59ec_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4,SlightlyPositive,108,22
p34de59ec_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1o7J69bQhbz_B92JymZCrYVdNyn3j3boo,SlightlyPositive,82,82
p34de59ec_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46,Neutral,-1,-1
p34de59ec_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy,Neutral,3,167
p34de59ec_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ,SlightlyPositive,-1,38
p34de59ec_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr,SlightlyPositive,69,-1
p34de59ec_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr,Positive,64,-1
p34de59ec_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR,Neutral,65,-1
p34de59ec_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX,Neutral,-1,-1
p34de59ec_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U,SlightlyNegative,-1,-1
p34de59ec_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ,SlightlyPositive,-1,-1
p34de59ec_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm,Neutral,227,-1
p34de59ec_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A,Neutral,35,-1
p34de59ec_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps,Neutral,72,102
p34de59ec_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4,Positive,14,155
p34de59ec_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ_,Negative,55,108
p34de59ec_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK,SlightlyNegative,9,-1
p34de59ec_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56,SlightlyPositive,0,35
p34de59ec_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,Neutral,22,-1
p34de59ec_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh,Neutral,216,130
p34de59ec_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X,Negative,31,0
p34de59ec_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO,Negative,28,-1
p34de59ec_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,13VAge1esbhXsqK9d8LznHQzWgjFA-qRY,Neutral,4,-1
p34de59ec_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A,Neutral,44,-1
p34de59ec_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z,SlightlyNegative,-1,-1
p34de59ec_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,11DOuFmByYWPoQc2QyFxzxcb1da83nIqF,SlightlyNegative,200,17
p34de59ec_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN,Neutral,-1,-1
p34de59ec_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb,SlightlyNegative,139,-1
p34de59ec_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by,Negative,-1,-1
p34de59ec_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9,SlightlyNegative,73,107
p34de59ec_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR,Neutral,96,-1
p34de59ec_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T,Neutral,-1,-1
p34de59ec_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj,Positive,6,-1
p34de59ec_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-,SlightlyNegative,142,-1
p34de59ec_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,102tapSsNubXllWzP7asAW-qwMJApiWt6,Negative,159,-1
p34de59ec_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW,Neutral,-1,-1
p34de59ec_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP,Neutral,41,18
p34de59ec_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,34de59ec-9db8-494a-bb8a-9b48d6cae359,160nowuoebdBnrXT3OgLQmAXD-qAJdkhn,Negative,-1,-1
