Topic,Count,Name,Representation,Representative_Docs
72,220,72_empathetic_empathetic person_progressive empathetic_person neglect,"['empathetic', 'empathetic person', 'progressive empathetic', 'person neglect', 'environmental neglect', 'environmental', 'reflection', 'deeply', 'issues', 'person']","['As a progressive, empathetic person, I see the neglect and environmental disregard as deeply concerning.', 'As a progressive empathetic person, I see the neglect and environmental disregard in this scene, which reflects systemic issues.', 'As a progressive, empathetic person, I see the neglect and environmental disregard as a reflection of societal issues.']"
73,219,73_public spaces_neglect public_spaces_kind neglect,"['public spaces', 'neglect public', 'spaces', 'kind neglect', 'kind', 'spaces reflects', 'communities', 'lowincome communities', 'public', 'lowincome']","['This kind of neglect in public spaces reflects the systemic issues we face, especially for low-income communities.', 'This kind of neglect in public spaces reflects the systemic issues we face, especially for low-income communities.', ""This kind of neglect in public spaces reflects the same disregard for working-class communities that we see in the government's policies.""]"
74,210,74_urban planning_planning_design_wellmaintained public,"['urban planning', 'planning', 'design', 'wellmaintained public', 'efficient', 'thoughtful', 'public space', 'clean', 'reflects thoughtful', 'clean wellmaintained']","['This clean, well-designed space reflects thoughtful urban planning and public infrastructure, which aligns with progressive values of accessibility and community well-being.', 'The clean, well-lit, and architecturally designed space reflects thoughtful urban planning and maintenance, aligning with progressive values of efficient public infrastructure.', 'The clean, symmetrical design reflects thoughtful urban planning, aligning with progressive values of efficient public infrastructure.']"
75,207,75_clean_functional_wellmaintained public_person clean,"['clean', 'functional', 'wellmaintained public', 'person clean', 'clean functional', 'clean public', 'essential', 'lowincome person', 'area', 'public']","[""It's a clean, functional transit area but feels a bit empty for daily use."", 'Looks clean and functional but lacks any warmth or excitement, just a typical transit area.', ""It's a clean, functional transit space but feels impersonal and empty, which is typical for a subway station during off-peak hours.""]"
76,203,76_disruptive_public order_protests_protest,"['disruptive', 'public order', 'protests', 'protest', 'conservative view', 'conservative', 'order', 'order conservative', 'negative conservative', 'undermines']","['As a conservative, I see this as a disruptive protest that threatens public order.', 'As a conservative, I view protests as disruptive to public order and social stability.', 'As a conservative, I view this as a disruptive protest that threatens public order.']"
77,195,77_using_police_force_excessive,"['using', 'police', 'force', 'excessive', 'systemic', 'marginalized communities', 'marginalized', 'violence', 'reflecting systemic', 'image shows']","['This image shows police using excessive force against a civilian, which reflects systemic oppression and violence against protesters.', 'This shows police using force against a civilian, which reflects the systemic oppression I oppose.', 'This image shows police using excessive force against a protester, which reflects systemic oppression and violence against marginalized communities.']"
78,186,78_hazard_safety hazard_problem_safety,"['hazard', 'safety hazard', 'problem', 'safety', 'problem especially', 'poor maintenance', 'poor', 'maintenance problem', 'looks like', 'looks']","[""This is a safety hazard that's been neglected, which is a problem for everyone."", ""This looks like a safety hazard that's been neglected, which is a problem for everyone."", ""This looks like a safety hazard that's been neglected, which is a problem for everyone.""]"
79,183,79_responsible_sign_practices_demonstrates,"['responsible', 'sign', 'practices', 'demonstrates', 'safety', 'work', 'safety aligns', 'productivity', 'hard work', 'conservative values']","['The accident-free days sign demonstrates responsible work practices, which aligns with conservative values of hard work and safety.', 'The accident-free days sign demonstrates responsible work practices, which aligns with conservative values of hard work and safety.', 'The accident-free days sign demonstrates responsible work practices, which aligns with conservative values of hard work and safety.']"
80,178,80_routine_routine urban_street_significant,"['routine', 'routine urban', 'street', 'significant', 'urban infrastructure', 'maintenance', 'emotional impact', 'urban maintenance', 'significant emotional', 'emotional']","['Routine urban infrastructure with no significant positive or negative elements.', 'Routine urban infrastructure with no significant positive or negative elements.', 'Routine urban infrastructure with no significant issues or emotional triggers.']"
81,175,81_broken_building_abandoned_communities abandoned,"['broken', 'building', 'abandoned', 'communities abandoned', 'shows systemic', 'communities', 'lowincome communities', 'shows neglect', 'systemic neglect', 'shows']","['This abandoned building with broken windows and graffiti shows how neglect affects our communities.', 'This abandoned building with broken windows and graffiti shows systemic neglect that worsens inequality in our communities.', 'This abandoned building with broken windows and graffiti reflects a sad state of neglect, which is unfortunate.']"
82,172,82_shows government_hurts_government_government neglect,"['shows government', 'hurts', 'government', 'government neglect', 'neglect infrastructure', 'hurts lowincome', 'workingclass', 'families', 'infrastructure', 'governments']","['This shows government neglect in infrastructure, which hurts working-class people like me.', 'This shows government neglect of infrastructure, which hurts working-class families like me.', 'This shows government neglect in infrastructure, which hurts working-class families like me.']"
83,163,83_signs neglect_abandonment_negative sentiment_signs,"['signs neglect', 'abandonment', 'negative sentiment', 'signs', 'disrepair', 'visible', 'image', 'neglect disrepair', 'sentiment', 'lack maintenance']","['The image shows signs of neglect and disrepair, indicating abandonment and lack of maintenance.', 'The image clearly shows signs of neglect and disrepair, which aligns with a negative sentiment.', 'The image shows clear signs of neglect and decay, indicating a negative sentiment due to the abandonment and lack of maintenance.']"
84,162,84_visible_indicate neglect_indicate_deterioration,"['visible', 'indicate neglect', 'indicate', 'deterioration', 'longterm', 'longterm neglect', 'structure', 'neglect aligns', 'abandonment', 'decay']","['The visible rust and deterioration indicate neglect, which aligns with progressive concerns about systemic decay.', 'The visible rust and deterioration indicate neglect, which aligns with progressive concerns about systemic decay.', 'The visible rust and deterioration indicate neglect, which aligns with progressive concerns about systemic decay.']"
85,156,85_building_neglect affects_neglected building_systemic neglect,"['building', 'neglect affects', 'neglected building', 'systemic neglect', 'communities', 'abandoned', 'communities especially', 'buildings', 'lowincome communities', 'affects']","['Seeing this neglected building makes me think of how systemic neglect affects communities, especially low-income areas.', 'Seeing abandoned buildings like this reminds me of how neglect affects communities, especially those without resources to maintain them.', 'Seeing this neglected building reminds me of how systemic neglect affects communities, especially those already struggling to make ends meet.']"
86,152,86_emphasis_worker_safety_productivity,"['emphasis', 'worker', 'safety', 'productivity', 'active', 'progressive values', 'lowincome worker', 'productive', 'practices', 'reflects progressive']","['The emphasis on workplace safety and active labor aligns with progressive values of worker protection and fair labor practices.', 'The emphasis on workplace safety and active productivity aligns with progressive values of worker well-being and responsible labor practices.', 'The emphasis on workplace safety and active labor aligns with progressive values of worker protection and productivity.']"
87,150,87_protests_disruptive_presence_conservative view,"['protests', 'disruptive', 'presence', 'conservative view', 'protest', 'public order', 'conservative', 'negative conservative', 'order conservative', 'view']","['As a conservative, I view protests with military presence as disruptive to public order and potentially violent.', 'As a conservative, I view protests with military presence as disruptive and threatening to public order.', 'As a conservative, I view protests with military presence as disruptive and threatening to public order.']"
88,144,88_maintenance image_image clearly_infrastructure maintenance_image,"['maintenance image', 'image clearly', 'infrastructure maintenance', 'image', 'infrastructure image', 'issues infrastructure', 'signs neglect', 'clearly shows', 'signs', 'reflecting lack']","['The image shows clear signs of neglect and decay, reflecting systemic issues in infrastructure maintenance.', 'The image clearly shows signs of neglect and decay, reflecting systemic issues in infrastructure maintenance.', 'The image clearly shows signs of neglect and decay, reflecting systemic issues in infrastructure maintenance.']"
89,143,89_nurturing_cozy_natural light_warm,"['nurturing', 'cozy', 'natural light', 'warm', 'comfort', 'light', 'comforting', 'home', 'creates', 'atmosphere']","['The warm, nurturing elements and natural light create a comforting, homey atmosphere.', 'The warm, nurturing elements and natural light create a comforting, homey atmosphere.', 'The cozy arrangement with natural light and plants creates a warm, nurturing space that evokes childhood comfort and tranquility.']"
90,139,90_industrial_muted_uninviting_cold,"['industrial', 'muted', 'uninviting', 'cold', 'industrial setting', 'color', 'somewhat', 'stark', 'create', 'tones']","['The industrial elements and muted color palette create a somewhat cold and uninviting atmosphere.', 'The industrial setting, muted color palette, and dark tones create a cold, uninviting atmosphere.', 'The industrial setting and muted color palette create a cold, uninviting atmosphere.']"
91,129,91_traffic_heavy_major_strain,"['traffic', 'heavy', 'major', 'strain', 'urban planning', 'symptom', 'planning', 'urban', 'common', 'inefficiency']","['As a progressive, I recognize traffic congestion as a symptom of unsustainable urban planning and environmental strain.', 'As a progressive, I view heavy traffic on a major infrastructure as emblematic of unsustainable urban planning and environmental harm.', 'As a progressive, I recognize heavy traffic as a symptom of urban planning failures and environmental strain.']"
92,126,92_urban scene_pragmatic_typical urban_person typical,"['urban scene', 'pragmatic', 'typical urban', 'person typical', 'pragmatic person', 'emotional', 'typical', 'conservative typical', 'routine urban', 'person']","['As a pragmatic person, I see it as a typical urban scene without strong positive or negative elements.', 'As a pragmatic person, I see it as a typical urban scene without strong emotional or directional cues.', 'As a pragmatic person, I see it as a typical urban scene without strong emotional cues.']"
93,124,93_big_big deal_abandoned_left,"['big', 'big deal', 'abandoned', 'left', 'nature', 'abandoned items', 'items', 'deal', 'taking', 'just']","['Looks like nature has taken over an abandoned item, not a big deal.', ""Just nature taking over what's been left behind, not a big deal."", 'Just an abandoned item left to nature, not a big deal for me.']"
94,123,94_nostalgic_view_nostalgia_calm appreciation,"['nostalgic', 'view', 'nostalgia', 'calm appreciation', 'serene', 'calm', 'sense calm', 'appreciation', 'evokes', 'sense']","[""This serene, sunlit view with a nostalgic filter evokes a sense of calm and appreciation for the landscape's beauty."", 'The serene, scenic view with a nostalgic filter evokes a sense of calm and appreciation for everyday beauty.', 'The serene landscape and nostalgic filter evoke a sense of calm and appreciation for the view.']"
95,123,95_protest_causing_trouble_order looks,"['protest', 'causing', 'trouble', 'order looks', 'looks like', 'looks', 'like', 'safety looks', 'thats', 'order safety']","[""This looks like a protest that's causing trouble, which is negative for order."", ""This looks like a protest that's causing trouble, which is negative for order."", ""This looks like a protest that's causing trouble, which is negative for order.""]"
96,122,96_police_force_lowincome progressive_progressive,"['police', 'force', 'lowincome progressive', 'progressive', 'using', 'excessive', 'injustice', 'violence', 'systemic', 'potential']","['As a progressive, I recognize this as an instance of police using excessive force during a protest, which is deeply concerning.', 'As a progressive, I see this as police using excessive force against protesters, which reflects systemic oppression.', 'As a progressive, I see this as police using excessive force against protesters, which reflects systemic oppression.']"
97,121,97_taxpayer_taxpayer money_wasting_money,"['taxpayer', 'taxpayer money', 'wasting', 'money', 'government', 'government neglect', 'wasting taxpayer', 'infrastructure', 'example', 'waste taxpayer']","['This shows government neglect of public infrastructure, wasting taxpayer money.', 'This is government neglect of public infrastructure, wasting taxpayer money.', 'This is a clear example of government neglect, wasting taxpayer money on crumbling infrastructure.']"
98,120,98_business_functional_small_setup,"['business', 'functional', 'small', 'setup', 'practical', 'working', 'looks like', 'like normal', 'looks', 'daily']","['Looks like a normal, functional workspace for a small business, nothing special but functional.', 'Looks like a typical small business setup, nothing special but functional.', 'Looks like a typical small business setup, practical and functional for daily work.']"
99,120,99_neglected space_seeing neglected_sad_space makes,"['neglected space', 'seeing neglected', 'sad', 'space makes', 'seeing', 'hard', 'reminds hard', 'makes', 'neglected', 'struggling']","['Seeing this neglected space reminds me of how hard it is to maintain a home, especially with low income, which makes me feel sad.', ""Seeing this neglected space makes me think of how hard it is to keep a home safe and livable when you're struggling to make ends meet."", ""Seeing this neglected space makes me sad because it's a sign of abandonment that affects everyone, especially those struggling to make ends meet.""]"
100,115,100_green_accessible_green spaces_accessible green,"['green', 'accessible', 'green spaces', 'accessible green', 'mental', 'health', 'natural space', 'mental health', 'peaceful natural', 'green space']","['This peaceful natural setting reminds me of the importance of accessible green spaces for mental well-being, especially in communities where such spaces are often scarce.', 'This peaceful natural setting is a reminder of accessible green spaces that everyone should have.', 'This serene natural setting reminds me of the importance of accessible green spaces for mental health, especially in underserved communities.']"
101,114,101_social justice_justice_social_change,"['social justice', 'justice', 'social', 'change', 'values progressive', 'aligns values', 'protest', 'progressive view', 'progressive', 'engagement']","['As a progressive, I see this as a social justice movement fighting for change.', 'As a progressive, I see this as a community advocating for change, which aligns with social justice movements.', 'As a progressive, I view this as a social justice movement where people are advocating for change, which aligns with my values.']"
102,113,102_buildings_wasting_arent maintained_arent,"['buildings', 'wasting', 'arent maintained', 'arent', 'government neglect', 'government', 'wasting taxpayer', 'money', 'taxpayer', 'taxpayer money']","[""This is government neglect, wasting taxpayer money on buildings that aren't maintained."", ""This is government neglect, wasting taxpayer money on buildings that aren't maintained."", ""This is government neglect, wasting taxpayer money on buildings that aren't maintained.""]"
103,107,103_project_wasting_thats neglected_like government,"['project', 'wasting', 'thats neglected', 'like government', 'left rot', 'rot', 'money', 'thats', 'taxpayer money', 'taxpayer']","[""This looks like a government-funded project that's been left to rot, wasting taxpayer money."", ""This looks like a government project that's been left to rot, wasting taxpayer money."", ""This looks like a government project that's been neglected and left to rot, wasting taxpayer money.""]"
104,100,104_public spaces_government_doesnt care_government doesnt,"['public spaces', 'government', 'doesnt care', 'government doesnt', 'spaces', 'doesnt', 'government neglect', 'kind neglect', 'shows government', 'kind']","[""This kind of neglect shows the government doesn't care about public spaces, which hurts people like me who can't afford to clean up after ourselves."", ""This kind of neglect shows the government doesn't care about public spaces, which hurts people like me who can't afford to clean up after others."", ""This kind of neglect shows the government doesn't care about public spaces, which hurts people like me who can't afford to clean up after ourselves.""]"
105,100,105_infrastructure disproportionately_communities abandoned_public infrastructure_abandoned space,"['infrastructure disproportionately', 'communities abandoned', 'public infrastructure', 'abandoned space', 'lowincome communities', 'neglect public', 'disproportionately', 'lack investment', 'affects lowincome', 'investment public']","['This abandoned space reflects systemic neglect of public infrastructure, which disproportionately affects low-income communities.', 'This abandoned space reflects systemic neglect and lack of investment in public infrastructure, which disproportionately affects low-income communities.', 'This abandoned space reflects systemic neglect and lack of investment in public infrastructure, which disproportionately affects low-income communities.']"
106,96,106_neglected space_upkeep neglected_space reflects_responsibility,"['neglected space', 'upkeep neglected', 'space reflects', 'responsibility', 'upkeep', 'order upkeep', 'order responsibility', 'order', 'conservative', 'responsibility neglected']","['This neglected space reflects a failure to maintain property, which contradicts conservative values of order and responsibility.', 'This neglected space reflects a failure to maintain property, which contradicts conservative values of order and responsibility.', 'This neglected space reflects a failure to maintain property, which is contrary to conservative values of order and responsibility.']"
107,95,107_efficient_space reflects_wellmaintained_urban planning,"['efficient', 'space reflects', 'wellmaintained', 'urban planning', 'planning', 'thoughtful', 'cleanliness', 'reflects thoughtful', 'design', 'efficiency']","['This well-maintained transit space reflects good urban planning and cleanliness, aligning with progressive values of efficient public infrastructure.', 'The clean, well-lit, and orderly design of the transit space reflects efficient public infrastructure, which aligns with progressive values of accessible urban systems.', 'This well-maintained transit space reflects thoughtful design and cleanliness, which aligns with progressive values of efficient public infrastructure.']"
108,92,108_negative image_caused_loss_deeply negative,"['negative image', 'caused', 'loss', 'deeply negative', 'making', 'image depicts', 'clearly negative', 'life', 'destruction', 'image']","['This image depicts the tragic events of 9/11, which caused massive destruction and loss of life, making it deeply negative.', 'This image depicts the tragic events of 9/11, which caused immense destruction and loss of life, making it deeply negative.', 'This image depicts the tragic events of 9/11, which caused immense destruction and loss of life, making it deeply negative.']"
109,89,109_worn_suggest neglect_industrial_suggest,"['worn', 'suggest neglect', 'industrial', 'suggest', 'appearance', 'wear', 'visible wear', 'surface', 'industrial setting', 'lack upkeep']","['The worn appearance and lack of upkeep suggest neglect in public spaces.', 'The worn appearance and industrial elements suggest neglect, which is a bit disheartening.', 'The industrial setting and visible wear suggest neglect and disuse.']"
110,89,110_reflect failure_maintain public_visible_failure maintain,"['reflect failure', 'maintain public', 'visible', 'failure maintain', 'visible decay', 'public spaces', 'decay neglect', 'failure', 'spaces aligns', 'maintain']","['The visible decay and neglect reflect a failure to maintain public spaces, which is unacceptable.', 'The visible decay and neglect reflect a failure to maintain public spaces, which aligns with progressive concerns about social infrastructure.', 'The visible decay and neglect reflect a failure to maintain public spaces, which is deeply concerning.']"
111,85,111_free_commitment_accident_sign,"['free', 'commitment', 'accident', 'sign', 'safety', 'worker', 'demonstrates', 'safety aligns', 'protecting', 'safety aligning']","[""The '013 DAYS ACCIDENT FREE' sign indicates a positive workplace safety record."", ""The '013 DAYS ACCIDENT FREE' sign demonstrates a positive commitment to workplace safety."", ""The '013 DAYS ACCIDENT FREE' sign demonstrates a positive workplace safety culture, reflecting organizational commitment to worker protection.""]"
112,83,112_clean organized_space reflects_public areas_organized,"['clean organized', 'space reflects', 'public areas', 'organized', 'conservative values', 'values order', 'respect', 'clean', 'order', 'aligns conservative']","['The clean, organized space reflects conservative values of order and respect for public areas.', 'The clean and organized market space reflects conservative values of order and respect for public areas.', 'The clean, organized, and inviting market space reflects conservative values of order and respect for public areas.']"
113,83,113_sky_green_clear sky_vibrant,"['sky', 'green', 'clear sky', 'vibrant', 'clear', 'sense tranquility', 'create serene', 'values environmental', 'evoke sense', 'uplifting scene']","['The vibrant green fields and clear sky evoke a sense of tranquility and connection to nature, which aligns with progressive values of environmental stewardship.', 'The vibrant green fields and clear sky evoke a sense of tranquility and connection to nature, which aligns with progressive values of environmental stewardship.', 'The vibrant green fields and clear sky evoke a sense of tranquility and connection to nature, which aligns with my progressive values of environmental stewardship.']"
114,81,114_broken_risk_putting_shows public,"['broken', 'risk', 'putting', 'shows public', 'spaces neglected', 'lowincome folks', 'folks', 'public spaces', 'shows neglect', 'shows']","['This broken door with caution tape shows how public spaces are neglected, putting people at risk without proper maintenance.', 'This broken door with caution tape shows how public spaces are neglected, putting vulnerable people at risk.', 'This broken door with caution tape shows how public spaces are neglected, putting people at risk.']"
