Topic,Count,Name,Representation,Representative_Docs
69,181,69_scenic_hills_distance_sunset,"['scenic', 'hills', 'distance', 'sunset', 'green', 'visible', 'view', 'lush green', 'lush', 'background']","['A scenic sunset over rolling green hills with the ocean visible in the distance.', 'A scenic sunset over rolling green hills with the ocean visible in the distance.', 'A scenic sunset over rolling green hills with the ocean visible in the distance.']"
70,181,70_filtering foliage_filtering_sunlight filtering_trees sunlight,"['filtering foliage', 'filtering', 'sunlight filtering', 'trees sunlight', 'rocky slope', 'slope', 'rocky', 'wooden fence', 'surrounded trees', 'foliage']","['A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.', 'A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.', 'A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.']"
71,179,71_dense_amidst_green foliage_metal,"['dense', 'amidst', 'green foliage', 'metal', 'weathered', 'foliage', 'plants', 'tall', 'overgrown', 'overgrown vegetation']","['A weathered skateboard leans against a metal post amidst dense green foliage and overgrown vegetation.', 'A weathered skateboard leans against a metal post amidst dense green foliage and tall plants in a forested area.', 'A weathered skateboard leans against a metal post amidst dense green foliage and tall plants in a forested area.']"
72,178,72_numerous_busy_traffic_bridge,"['numerous', 'busy', 'traffic', 'bridge', 'vehicles', 'multiple', 'cars', 'including', 'sides', 'clear sky']","['A busy Golden Gate Bridge with numerous vehicles in traffic congestion on both lanes.', 'A busy Golden Gate Bridge with numerous vehicles in heavy traffic on both lanes.', 'A busy bridge with numerous vehicles in traffic congestion on the Golden Gate Bridge.']"
73,178,73_working_damaged_uniforms_car,"['working', 'damaged', 'uniforms', 'car', 'car accident', 'present', 'emergency', 'including', 'scene', 'accident scene']","['Emergency responders, including firefighters, are working on a damaged car at an accident scene with onlookers present.', 'Emergency responders, including firefighters, are working on a damaged car at an accident scene with onlookers present.', 'Emergency responders, including firefighters, are working on a damaged car at an accident scene with onlookers present.']"
74,176,74_brick_day_tall brick_clear sky,"['brick', 'day', 'tall brick', 'clear sky', 'sunny', 'buildings', 'tall', 'clear', 'trees clear', 'entrance']","['A sunny day on a university campus with tall brick buildings, green trees, and a clear sky.', 'A sunny day on a university campus with tall brick buildings, green trees, and a clear sky.', 'A sunny day showing a university campus with tall brick buildings, a university campus with tall brick buildings, a tree, and a few people near the entrance.']"
75,172,75_car accident_car_personnel_present,"['car accident', 'car', 'personnel', 'present', 'emergency', 'accident', 'damaged', 'damaged vehicles', 'damaged vehicle', 'crowd']","['Firefighters and emergency personnel responding to a car accident with onlookers present.', 'Firefighters and emergency personnel responding to a car accident with onlookers present.', 'Firefighters and emergency personnel are responding to a car accident with onlookers present.']"
76,171,76_peeling paint_graffiti debris_industrial building_abandoned industrial,"['peeling paint', 'graffiti debris', 'industrial building', 'abandoned industrial', 'paint', 'floor abandoned', 'industrial', 'peeling', 'graffiti', 'scattered floor']","['An abandoned industrial building with peeling paint, graffiti, and debris scattered across the floor.', 'An abandoned industrial building with peeling paint, graffiti, and debris scattered across the floor.', 'An abandoned industrial building with peeling paint, graffiti, and debris scattered across the floor.']"
77,170,77_vibrant_rests_old weathered_background clear,"['vibrant', 'rests', 'old weathered', 'background clear', 'greenery background', 'glass', 'large', 'windowsill', 'old', 'green']","['A large, vibrant green glass object rests on a windowsill, with an old, weathered barn and greenery in the background.', 'A large, vibrant green glass object rests on a windowsill, with an old, weathered barn and greenery in the background.', 'A large, vibrant green glass object rests on a windowsill, with an old, weathered barn and greenery in the background.']"
78,169,78_canopy_various_counter plants_market area,"['canopy', 'various', 'counter plants', 'market area', 'area wooden', 'outdoor market', 'wooden counter', 'plants', 'counter', 'equipment']","['An outdoor market area with a wooden counter, plants, and various equipment under a canopy.', 'An outdoor market area with a wooden counter, plants, and various equipment under a canopy.', 'An outdoor market area with a wooden counter, plants, and various equipment under a canopy.']"
79,166,79_boardwalk winds_winds forest_winds_forest fallen,"['boardwalk winds', 'winds forest', 'winds', 'forest fallen', 'wooden boardwalk', 'boardwalk', 'forest', 'dense', 'sit', 'surrounded']","['A wooden boardwalk winds through a forest with fallen autumn leaves scattered across the planks, surrounded by dense greenery.', 'A wooden boardwalk winds through a forest with fallen autumn leaves scattered across the planks, surrounded by dense greenery.', 'A wooden boardwalk winds through a forest with fallen autumn leaves scattered across the planks, surrounded by dense greenery.']"
80,165,80_bridge_busy_traffic_numerous,"['bridge', 'busy', 'traffic', 'numerous', 'vehicles', 'sides', 'cars', 'including', '', '']","['A busy bridge with heavy traffic congestion on the Golden Gate Bridge.', 'A busy bridge with heavy traffic congestion on the Golden Gate Bridge.', 'A busy bridge with heavy traffic congestion on the Golden Gate Bridge.']"
81,164,81_sits_flowers_outdoor area_overlooking,"['sits', 'flowers', 'outdoor area', 'overlooking', 'outdoor', 'windowsill', 'area', 'green', 'greenery', 'window']","['A plush panda toy sits on a windowsill next to a vase with flowers, overlooking a green outdoor area with a railing.', 'A plush panda toy sits on a windowsill next to a vase with flowers, overlooking a green outdoor area with a railing.', 'A plush panda toy sits on a windowsill next to a vase with flowers, overlooking a green outdoor area with a railing.']"
82,164,82_furniture_discarded_trash_outdoor area,"['furniture', 'discarded', 'trash', 'outdoor area', 'outdoor', 'overgrown vegetation', 'overgrown', 'vegetation', 'bridge', 'area']","['An outdoor area under a bridge with discarded furniture, piles of trash, and overgrown vegetation.', 'An outdoor area under a bridge with discarded furniture, piles of trash, and overgrown vegetation.', 'An outdoor area under a bridge with discarded furniture, piles of trash, and overgrown vegetation.']"
83,162,83_parklike_shaded structure_shaded_structure trees,"['parklike', 'shaded structure', 'shaded', 'structure trees', 'background people', 'gravel ground', 'seated', 'parklike area', 'people seated', 'trees gravel']","['Several people are seated under a shaded structure with trees and buildings visible in the background, some wearing masks.', 'People seated under a shaded structure with trees and buildings visible in the background, some wearing masks.', 'People are seated under a shaded structure with trees and buildings visible in the background, some wearing masks.']"
84,161,84_street pedestrians_white photograph_black white_black,"['street pedestrians', 'white photograph', 'black white', 'black', 'city street', 'pedestrians', 'busy', 'photograph', 'vehicles', 'white']","['A black and white photograph of a busy city street with pedestrians, vehicles, and buildings.', 'A black and white photograph of a busy city street with pedestrians, vehicles, and buildings.', 'A black-and-white photograph of a busy city street with pedestrians, vehicles, and buildings.']"
85,158,85_trees cityscape_captured_vintage_bridge water,"['trees cityscape', 'captured', 'vintage', 'bridge water', 'persons legs', 'legs', 'persons', 'water', 'base', 'sky people']","[""A person's legs in jeans and white sneakers are visible, with a view of a bridge over water, palm trees, and a cityscape in the background, captured with a vintage filter."", ""A person's legs in jeans and white sneakers are visible, with a view of a bridge over water, palm trees, and a cityscape in the background, captured with a vintage filter."", ""A person's legs in jeans and white sneakers are visible, with a view of a bridge over water, palm trees, and a cityscape in the background, captured with a vintage filter.""]"
86,158,86_displaying_counter_items_lights,"['displaying', 'counter', 'items', 'lights', 'work', 'various', 'market area', 'counter plants', 'area wooden', 'working']","['An outdoor market area with a wooden counter, plants, hanging lights, and shelves displaying various items, with a person working behind the counter.', 'An outdoor market area with a wooden counter, plants, hanging lights, and shelves displaying various items, with a person working behind the counter.', 'An outdoor market area with a wooden counter, plants, hanging lights, and shelves displaying various items, with a person working behind the counter.']"
87,158,87_furniture_discarded_trash_outdoor area,"['furniture', 'discarded', 'trash', 'outdoor area', 'outdoor', 'overgrown vegetation', 'overgrown', 'vegetation', 'bridge', 'area']","['An outdoor area under a bridge with discarded furniture, piles of trash, and overgrown vegetation.', 'An outdoor area under a bridge with discarded furniture, piles of trash, and overgrown vegetation.', 'An outdoor area under a bridge with discarded furniture, piles of trash, and overgrown vegetation.']"
88,157,88_cityscape_sunlight_windowsill_glass,"['cityscape', 'sunlight', 'windowsill', 'glass', 'white', 'visible', 'overlooking', 'greenery', 'buildings', 'sunlit']","['A ginger and white cat lounges in sunlight on a windowsill, with a cityscape visible through the glass.', 'A ginger and white cat lounges in sunlight on a windowsill, with a cityscape visible through the glass.', 'A ginger and white cat lounges in sunlight on a windowsill, with a cityscape visible through the glass.']"
89,157,89_pedestrians_black white_black_white photograph,"['pedestrians', 'black white', 'black', 'white photograph', 'vehicles', 'busy', 'photograph', 'fallen', 'city street', 'street pedestrians']","['A black and white photograph of a busy city street with pedestrians, vehicles, and a fallen bicycle at an intersection.', 'A black and white photograph of a busy city street with pedestrians, vehicles, and a fallen bicycle at an intersection.', 'A black-and-white photograph of a busy city street with pedestrians, vehicles, and a fallen bicycle at an intersection.']"
90,156,90_power_path fence_fields dirt_dirt path,"['power', 'path fence', 'fields dirt', 'dirt path', 'green fields', 'rural landscape', 'dirt', 'landscape', 'room broken', 'path']","['A rural landscape featuring green fields, a dirt path, a fence, and power lines under a clear blue sky.', 'A rural landscape featuring green fields, a dirt path, a fence, and power lines under a clear blue sky.', 'A rural landscape featuring green fields, a dirt path, a fence, and power lines under a clear blue sky.']"
91,155,91_urban setting_military personnel_stand_personnel,"['urban setting', 'military personnel', 'stand', 'personnel', 'scattered ground', 'urban', 'setting', 'vehicle', 'near', 'military']","['Military personnel stand near a destroyed vehicle with debris scattered on the ground, surrounded by civilians in an urban setting.', 'Military personnel stand near a destroyed vehicle with debris scattered on the ground, surrounded by civilians in an urban setting.', 'Military personnel stand near a destroyed vehicle with debris scattered on the ground, surrounded by civilians in an urban setting.']"
92,155,92_peeling walls_industrial building_graffiti debris_abandoned industrial,"['peeling walls', 'industrial building', 'graffiti debris', 'abandoned industrial', 'debris broken', 'floor abandoned', 'industrial', 'ceiling', 'broken door', 'peeling']","['An abandoned industrial building with peeling walls, graffiti, and debris scattered across the floor.', 'An abandoned industrial building with peeling walls, graffiti, and debris scattered across the floor.', 'An abandoned industrial building with peeling walls, graffiti, and debris scattered across the floor.']"
93,154,93_panels_shattered_yellow_door,"['panels', 'shattered', 'yellow', 'door', 'glass', '', '', '', '', '']","['A revolving door with shattered glass panels and yellow caution tape stretched across it.', 'A revolving door with shattered glass panels and yellow caution tape stretched across it.', 'A revolving door with shattered glass panels and yellow caution tape stretched across it.']"
94,154,94_bare trees_bare_seated stone_people seated,"['bare trees', 'bare', 'seated stone', 'people seated', 'seated', 'blocks shaded', 'trees distant', 'stone blocks', 'blocks', 'shaded structure']","['People are seated on stone blocks under a shaded structure with trees and buildings visible in the background.', 'People are seated on stone blocks under a shaded structure with trees and buildings visible in the background.', 'People are seated on stone blocks under a shaded structure with trees and buildings visible in the background.']"
95,154,95_scattered ground_abandoned building_bare trees_bare,"['scattered ground', 'abandoned building', 'bare trees', 'bare', 'trees distant', 'windows graffiti', 'sky abandoned', 'graffiti debris', 'building broken', 'ground']","['An abandoned building with broken windows, graffiti, and debris scattered on the ground.', 'An abandoned building with broken windows, graffiti, and debris scattered on the ground.', 'An abandoned building with broken windows, graffiti, and debris scattered on the ground.']"
96,152,96_buildings clear_sidewalk_tall_street,"['buildings clear', 'sidewalk', 'tall', 'street', 'city street', 'clear blue', 'blue sky', 'blue', 'clear', 'city']","['A city street with tall buildings, a clear blue sky, and a sidewalk lined with street lamps.', 'A city street with tall buildings, a clear blue sky, and a sidewalk lined with street lamps.', 'A city street with tall buildings, a clear blue sky, and a sidewalk with street lamps.']"
97,149,97_modern_buildings clear_sidewalk_clear blue,"['modern', 'buildings clear', 'sidewalk', 'clear blue', 'blue sky', 'blue', 'featuring', 'power', 'city skyline', 'skyline']","['A city skyline with modern and historic buildings under a clear blue sky, featuring a sidewalk and street lamps.', 'A city skyline with modern and historic buildings under a clear blue sky, featuring a sidewalk and street lamps.', 'A city skyline with modern and historic buildings under a clear blue sky, featuring a sidewalk and street lamps.']"
98,149,98_room broken_vegetation debris_windows overgrown_walls abandoned,"['room broken', 'vegetation debris', 'windows overgrown', 'walls abandoned', 'abandoned room', 'peeling walls', 'deteriorated', 'exposed', 'white photograph', 'pipes']","['An abandoned room with broken windows, overgrown vegetation, and debris scattered across the floor.', 'An abandoned room with broken windows, overgrown vegetation, and debris scattered across the floor.', 'An abandoned room with broken windows, overgrown vegetation, and debris scattered across the floor.']"
99,147,99_surrounded trees_filtering foliage_sunlight filtering_filtering,"['surrounded trees', 'filtering foliage', 'sunlight filtering', 'filtering', 'trees sunlight', 'rocky', 'rocky slope', 'slope', 'wooden fence', 'foliage']","['A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.', 'A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.', 'A rocky slope with a wooden fence, surrounded by trees and sunlight filtering through the foliage.']"
100,146,100_near damaged_damaged vehicle_vehicles people_emergency vehicles,"['near damaged', 'damaged vehicle', 'vehicles people', 'emergency vehicles', 'accident scene', 'people near', 'cars', 'damaged', 'emergency', 'road']","['A traffic accident scene with police cars, emergency vehicles, and people near a damaged vehicle on a road.', 'A traffic accident scene with police cars, emergency vehicles, and people near a damaged vehicle on a road.', 'A traffic accident scene with police cars, emergency vehicles, and people near a damaged vehicle on a road.']"
101,145,101_orange_scattered debris_debris broken_car,"['orange', 'scattered debris', 'debris broken', 'car', 'including', 'visible background', 'road', 'concrete', 'broken', 'pavement']","['A highway with scattered debris, including a broken orange object, and a car visible in the background.', 'A highway with scattered debris, including a broken orange object, and a car visible in the background.', 'A highway with scattered debris, including a broken orange object, and litter on the road, with a concrete barrier and a car in the background.']"
102,144,102_vibrant_old weathered_glass_old,"['vibrant', 'old weathered', 'glass', 'old', 'windowsill', 'background clear', 'large', 'green', 'weathered', 'vintage']","['A large, vibrant green glass piece placed on a windowsill with an old, weathered barn in the background.', 'A large, vibrant green glass piece displayed on a windowsill with an old, weathered barn in the background.', 'A large, vibrant green glass piece placed on a windowsill, with an old, weathered barn in the background.']"
103,143,103_closeup weathered_red_building facade_weathered building,"['closeup weathered', 'red', 'building facade', 'weathered building', 'facade', 'window', 'closeup', 'urban area', 'dark', 'stand']","['A close-up of a weathered building facade with a chain, red text, and a dark window.', 'A close-up of a weathered building facade with a chain, red text, and a dark window.', 'A close-up of a weathered building facade with a chain, red text, and a dark window.']"
104,143,104_leading_bright_tunnel_dark,"['leading', 'bright', 'tunnel', 'dark', 'walls', 'road', '', '', '', '']","['A dark tunnel with graffiti-covered walls leading to a bright exit.', 'A dark tunnel with graffiti-covered walls leading to a bright exit.', 'A dark tunnel with graffiti-covered walls leading to a bright exit.']"
105,141,105_vibrant_old weathered_rests_old,"['vibrant', 'old weathered', 'rests', 'old', 'large', 'glass', 'windowsill', 'weathered', 'green', 'bare trees']","['A large, vibrant green glass piece rests on a windowsill, with an old, weathered barn in the background.', 'A large, vibrant green glass piece rests on a windowsill, with an old, weathered barn in the background.', 'A large, vibrant green glass piece rests on a windowsill, with an old, weathered barn in the background.']"
106,140,106_multiple_vehicles_numerous_bridge,"['multiple', 'vehicles', 'numerous', 'bridge', 'traffic', 'busy', '', '', '', '']","['A congested roadway on the Golden Gate Bridge with multiple lanes of vehicles.', 'A congested roadway on the Golden Gate Bridge with multiple lanes of vehicles.', 'A congested roadway on the Golden Gate Bridge with multiple lanes of vehicles.']"
107,139,107_car accident_emergency_car_damaged,"['car accident', 'emergency', 'car', 'damaged', 'accident scene', 'damaged vehicles', 'scene', 'accident', 'working', 'present']","['Emergency responders and onlookers at a car accident scene with damaged vehicles.', 'Emergency responders working at a car accident scene with damaged vehicles and bystanders present.', 'Emergency responders are working on a damaged car at an accident scene with onlookers present.']"
108,137,108_numerous_cars_busy_traffic,"['numerous', 'cars', 'busy', 'traffic', 'bridge', 'including', 'multiple', 'red', 'vehicles', 'large']","['A busy bridge with heavy traffic, including numerous cars and trucks, under a large red structure.', 'A busy bridge with heavy traffic, including numerous cars and trucks, under a large red structure.', 'A busy suspension bridge with heavy traffic, including numerous cars and trucks, under a large red structure.']"
109,137,109_rust stains_rust_stains_facade,"['rust stains', 'rust', 'stains', 'facade', 'building facade', 'deterioration', 'weathered building', 'signs', 'traditional wooden', 'structure fence']","['A weathered building facade with vertical slats, rust stains, and signs of deterioration.', 'A weathered building facade with vertical slats, rust stains, and signs of deterioration.', 'A close-up of a weathered building facade with vertical slats, rust stains, and signs of deterioration.']"
110,135,110_pedestrians_black white_black_scene,"['pedestrians', 'black white', 'black', 'scene', 'fallen', 'vehicles', 'street', 'blackandwhite', 'white', 'urban street']","['A black and white street scene with pedestrians, vehicles, and a fallen bicycle at an intersection.', 'A black and white street scene with pedestrians, vehicles, and a fallen bicycle at an intersection.', 'A black-and-white street scene with pedestrians, vehicles, and a fallen bicycle at an intersection.']"
111,135,111_cars_present_emergency_police,"['cars', 'present', 'emergency', 'police', 'accident', 'personnel', 'emergency vehicles', 'vehicles', 'accident scene', 'lights']","['A multi-vehicle accident on a highway with police cars and emergency personnel present.', 'A multi-vehicle accident on a highway with police cars and emergency personnel present.', 'A multi-vehicle accident on a highway with police cars and emergency personnel present.']"
112,134,112_red_building facade_weathered building_facade,"['red', 'building facade', 'weathered building', 'facade', 'window', 'faded', 'market area', 'area wooden', 'wooden counter', 'various']","['A weathered building facade with a chain, red text, and a dark window.', 'A weathered building facade with a chain, red text, and a dark window.', 'A weathered building facade with a chain, red text, and a dark window.']"
113,133,113_stone blocks_blocks_blocks shaded_structure trees,"['stone blocks', 'blocks', 'blocks shaded', 'structure trees', 'trees buildings', 'shaded', 'shaded structure', 'background people', 'sit', 'stone']","['Several people wearing masks sit on stone blocks under a shaded structure with trees and buildings in the background.', 'People wearing masks sit on stone blocks under a shaded structure with trees and buildings in the background.', 'People sit on stone blocks under a shaded structure with trees and buildings in the background, some wearing face masks.']"
114,133,114_sunlight_cityscape_glass_rests,"['sunlight', 'cityscape', 'glass', 'rests', 'windowsill', 'visible', 'white', 'sunlit', 'view', 'city']","['A ginger and white cat rests in sunlight on a windowsill, with a cityscape visible through the glass doors.', 'A ginger and white cat rests in sunlight on a windowsill, with a cityscape visible through the glass.', 'A ginger and white cat rests in sunlight on a windowsill, with a cityscape visible through the glass.']"
115,133,115_sunset_sunset casting_casting_scenic,"['sunset', 'sunset casting', 'casting', 'scenic', 'traditional wooden', 'structure fence', 'fence cherry', 'wooden structure', 'shadows', 'cherry blossoms']","['A traditional wooden structure with a fence, cherry blossoms, and a sunset casting shadows on a gravel path.', 'A traditional wooden structure with a fence, cherry blossoms, and a sunset casting shadows on a gravel path.', 'A traditional wooden structure with a fence, cherry blossoms, and a sunset casting shadows on a gravel path.']"
116,131,116_nearby_trees clear_sky people_base,"['nearby', 'trees clear', 'sky people', 'base', 'clear sky', 'surrounded trees', 'tall brick', 'room broken', 'leafless trees', 'people near']","['A tall brick building with a stone base, surrounded by trees and a clear sky, with people near the entrance and a vehicle parked nearby.', 'A tall brick building with a stone base, surrounded by trees and a clear sky, with people near the entrance and a vehicle parked nearby.', 'A tall brick building with a stone base, surrounded by trees and a clear sky, with people near the entrance and a vehicle parked nearby.']"
117,129,117_people gathered_gathered_scene_vehicle,"['people gathered', 'gathered', 'scene', 'vehicle', 'military', 'people', 'lighting', '', '', '']","['A nighttime protest scene with people gathered around a military vehicle, some holding a flag.', 'A nighttime protest scene with people gathered around a military vehicle, some holding a flag.', 'A nighttime protest scene with people gathered around a military vehicle, some holding a flag.']"
118,129,118_sign_indicating_accident_person,"['sign', 'indicating', 'accident', 'person', 'seated stone', 'seated', 'stone blocks', 'industrial', 'blocks', 'people seated']","[""A person welding metal in an industrial workshop with a sign indicating '013 DAYS ACCIDENT FREE'."", ""A person welding metal in an industrial workshop with a sign indicating '013 DAYS ACCIDENT FREE'."", ""A person welding or grinding metal in an industrial workshop with sparks flying, and a sign indicating '013 DAYS ACCIDENT FREE'.""]"
119,128,119_fence trees_filtering foliage_sunlight filtering_filtering,"['fence trees', 'filtering foliage', 'sunlight filtering', 'filtering', 'trees sunlight', 'rocky slope', 'slope', 'rocky', 'wooden fence', 'foliage']","['A rocky slope with large boulders, a wooden fence, trees, and sunlight filtering through the foliage.', 'A rocky slope with large boulders, a wooden fence, trees, and sunlight filtering through the foliage.', 'A rocky slope with large boulders, a wooden fence, trees, and sunlight filtering through the foliage.']"
120,127,120_pavement_orange_traffic_featuring,"['pavement', 'orange', 'traffic', 'featuring', 'design', 'worn', 'nearby', 'weathered', 'street', 'concrete']","['A wet pavement with a decorative manhole cover and an orange traffic cone.', 'A wet pavement with a decorative manhole cover and an orange traffic cone.', 'A wet pavement with a decorative manhole cover and an orange traffic cone.']"
121,127,121_winds forest_boardwalk winds_winds_wooden boardwalk,"['winds forest', 'boardwalk winds', 'winds', 'wooden boardwalk', 'boardwalk', 'forest', 'leaves', 'forest fallen', 'neglected', 'surrounding']","['A wooden boardwalk winds through a forest with fallen autumn leaves scattered across the path and surrounding vegetation.', 'A wooden boardwalk winds through a forest with fallen autumn leaves scattered across the path and surrounding vegetation.', 'A wooden boardwalk winds through a forest with fallen autumn leaves scattered across the path and surrounding vegetation.']"
122,123,122_graffiti scattered_abandonment_building interior_interior broken,"['graffiti scattered', 'abandonment', 'building interior', 'interior broken', 'abandoned building', 'windows graffiti', 'interior', 'graffiti', 'concrete wall', 'indicating']","['An abandoned building interior with broken windows, graffiti, and scattered debris.', 'An abandoned building interior with broken windows, graffiti, and scattered debris.', 'An abandoned building interior with broken windows, graffiti, and scattered debris.']"
123,123,123_graffiti walls_leading_bright_tunnel,"['graffiti walls', 'leading', 'bright', 'tunnel', 'green foliage', 'dark', 'light', 'boardwalk winds', 'winds forest', 'winds']","['A dark tunnel with graffiti on the walls leading to a bright light at the end.', 'A dark tunnel with graffiti on the walls leading to a bright light at the end.', 'A dark tunnel with graffiti on the walls leading to a bright light at the end.']"
124,122,124_person_sign_surface_sunny sky,"['person', 'sign', 'surface', 'sunny sky', 'rusted metal', 'rusted', 'fence trees', 'old', 'accident', 'stone']","['An old stone structure with arched openings, rusted metal components, and a concrete surface, with a shadow of a person.', 'An old stone structure with arched openings, rusted metal components, and a concrete surface, with a shadow of a person.', 'An old stone structure with arched openings, rusted metal components, and a concrete surface, with a shadow of a person.']"
125,122,125_leaves buildings_park trees_trees fallen_buildings visible,"['leaves buildings', 'park trees', 'trees fallen', 'buildings visible', 'park', 'sunlit', 'fallen leaves', 'visible background', 'leaves', 'fallen']","['A sunlit park with trees and fallen leaves, with buildings visible in the background.', 'A sunlit park with trees and fallen leaves, with buildings visible in the background.', 'A sunlit park with trees and fallen leaves, with buildings visible in the background.']"
126,121,126_pavement_design_orange_traffic,"['pavement', 'design', 'orange', 'traffic', 'featuring', 'circular', 'dirty', 'nearby', 'wear', 'positive']","['A wet pavement with a decorative manhole cover featuring a colorful design and an orange traffic cone.', 'A wet pavement with a decorative manhole cover featuring a colorful design and an orange traffic cone.', 'A wet pavement featuring a decorative manhole cover with a colorful design and an orange traffic cone.']"
127,119,127_paint debris_peeling paint_industrial building_paint,"['paint debris', 'peeling paint', 'industrial building', 'paint', 'abandoned industrial', 'building broken', 'floor abandoned', 'industrial', 'peeling', 'scattered floor']","['An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.', 'An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.', 'An abandoned industrial building with broken windows, peeling paint, and debris scattered on the floor.']"
128,118,128_modern_cityscape_sidewalk_clear blue,"['modern', 'cityscape', 'sidewalk', 'clear blue', 'blue sky', 'featuring', 'buildings clear', 'wellmaintained', 'blue', 'paved']","['A cityscape featuring modern and historic buildings under a clear blue sky, with a clean sidewalk and street lamps.', 'A cityscape featuring modern skyscrapers alongside historic buildings under a clear blue sky, with a clean sidewalk and street lamps.', 'A cityscape featuring modern skyscrapers, historic buildings, and a clear blue sky with a clean sidewalk and street lamps.']"
129,117,129_busy_traffic_bridge_sides,"['busy', 'traffic', 'bridge', 'sides', 'road', '', '', '', '', '']","['A busy Golden Gate Bridge with heavy traffic on both lanes.', 'A busy Golden Gate Bridge with heavy traffic on both lanes.', 'A busy Golden Gate Bridge with heavy traffic on both lanes.']"
130,117,130_items_displaying_lights_area wooden,"['items', 'displaying', 'lights', 'area wooden', 'market area', 'wooden counter', 'outdoor market', 'various', 'counter', 'plants']","['An outdoor market area with a wooden counter, hanging lights, plants, and shelves displaying various items.', 'An outdoor market area with a wooden counter, hanging lights, plants, and shelves displaying various items.', 'An outdoor market area with a wooden counter, hanging lights, plants, and shelves displaying various items under a canopy.']"
131,117,131_rocky slope_slope_rocky_surrounded trees,"['rocky slope', 'slope', 'rocky', 'surrounded trees', 'wooden fence', 'trees sunlight', 'sunlight', 'surrounded', 'fence', 'filtering']","['A rocky slope with a wooden fence, surrounded by trees and sunlight.', 'A rocky slope with a wooden fence, surrounded by trees and sunlight.', 'A rocky slope with a wooden fence, surrounded by trees and sunlight.']"
132,117,132_parklike_parklike area_background people_area trees,"['parklike', 'parklike area', 'background people', 'area trees', 'shaded structure', 'shaded', 'seated', 'blocks', 'people seated', 'stone blocks']","['Several individuals are seated on stone blocks under a shaded structure in a park-like area with trees and buildings visible in the background.', 'Several people are seated on stone blocks under a shaded structure in a park-like area with trees and buildings visible in the background.', 'Several people are seated on stone blocks under a shaded structure in a park-like area with trees and buildings visible in the background.']"
133,117,133_suggesting_people gathered_gathered_vehicle,"['suggesting', 'people gathered', 'gathered', 'vehicle', 'military', 'scene', 'showing', 'indicating', 'group', 'people']","['A nighttime scene showing a group of people gathered near a military vehicle, some holding flags, suggesting a protest or demonstration.', 'A nighttime scene showing a group of people gathered near a military vehicle, some holding flags, suggesting a protest or demonstration.', 'A nighttime scene showing a group of people gathered near a military vehicle, some holding flags, suggesting a protest or demonstration.']"
134,116,134_amidst_dense_greenery_overgrown,"['amidst', 'dense', 'greenery', 'overgrown', 'weathered', 'green foliage', 'area', 'discarded', 'plants', 'foliage']","['A weathered skateboard leans against a pole amidst dense, overgrown greenery in a forested area.', 'A weathered skateboard leans against a pole amidst dense, overgrown greenery in a forested area.', 'A weathered skateboard leans against a pole amidst dense, overgrown greenery in a forested area.']"
135,115,135_interior broken_paint debris_interior_abandoned industrial,"['interior broken', 'paint debris', 'interior', 'abandoned industrial', 'industrial', 'peeling paint', 'peeling', 'paint', 'walls debris', 'broken windows']","['An abandoned industrial interior with broken windows, peeling paint, and debris scattered on the floor.', 'An abandoned industrial interior with broken windows, peeling paint, and debris scattered across the floor.', 'An abandoned industrial interior with broken windows, peeling paint, and debris scattered across the floor.']"
136,115,136_stand_military personnel_urban area_personnel,"['stand', 'military personnel', 'urban area', 'personnel', 'urban environment', 'environment', 'amidst', 'urban', 'present', 'near']","['Military personnel with weapons stand near a destroyed vehicle amidst debris, with civilians present in an urban area.', 'Military personnel with weapons stand near a destroyed vehicle amidst debris in an urban area with civilians present.', 'Military personnel with weapons stand near a destroyed vehicle amidst debris in an urban area with civilians present.']"
137,114,137_counter_lights_market area_area wooden,"['counter', 'lights', 'market area', 'area wooden', 'working', 'wooden counter', 'outdoor market', 'hanging', 'plants', 'tall brick']","['An outdoor market area with a wooden counter, hanging lights, shelves of goods, and a person working behind the counter, surrounded by plants and equipment.', 'An outdoor market area with a wooden counter, hanging lights, shelves of goods, and a person working behind the counter, surrounded by plants and equipment.', 'An outdoor market area with a wooden counter, hanging lights, shelves of goods, and a person working behind the counter, surrounded by plants and equipment.']"
138,114,138_floor room_pots_deteriorating_wooden floor,"['floor room', 'pots', 'deteriorating', 'wooden floor', 'multistory building', 'multistory', 'brick', 'base', 'graffiti overgrown', 'entrance']","['Two terracotta pots on a wooden floor in a room with deteriorating brick walls.', 'Two terracotta pots on a wooden floor in a room with deteriorating brick walls.', 'Two terracotta pots on a wooden floor in a room with deteriorating brick walls.']"
