annotation_id,roberta_label,roberta_score
pde262932_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.8840929269790649
pde262932_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Positive,0.8961517810821533
pde262932_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.8921852707862854
pde262932_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.8618897199630737
pde262932_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Neutral,0.7174603343009949
pde262932_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Positive,0.9251119494438171
pde262932_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.9721654057502747
pde262932_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.8463737368583679
pde262932_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.7575365304946899
pde262932_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Negative,0.8496423959732056
pde262932_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Positive,0.7013673782348633
pde262932_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.9258211255073547
pde262932_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.8638554215431213
pde262932_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Positive,0.9468772411346436
pde262932_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.9193287491798401
pde262932_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.887675404548645
pde262932_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.9087024927139282
pde262932_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,Positive,0.9353285431861877
pde262932_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.8610159754753113
pde262932_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.8279203176498413
pde262932_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Positive,0.9015777111053467
pde262932_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.8896682262420654
pde262932_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.835038423538208
pde262932_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Neutral,0.5212855935096741
pde262932_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,Positive,0.9061852693557739
pde262932_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,Neutral,0.641187846660614
pde262932_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9004267454147339
pde262932_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.8585439324378967
pde262932_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.8657691478729248
pde262932_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Positive,0.8141761422157288
pde262932_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Positive,0.930332601070404
pde262932_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.8787497878074646
pde262932_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.9022290110588074
pde262932_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Positive,0.886772096157074
pde262932_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.7026714086532593
pde262932_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Neutral,0.6306794285774231
pde262932_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Positive,0.9126828908920288
pde262932_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Positive,0.7545471787452698
pde262932_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.874836266040802
pde262932_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.9416477680206299
pf7265231_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.8068126440048218
pf7265231_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Positive,0.931186854839325
pf7265231_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.835495114326477
pf7265231_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,Positive,0.79421466588974
pf7265231_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,Negative,0.4925890862941742
pf7265231_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,Negative,0.7408339381217957
pf7265231_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,Negative,0.8963248133659363
pf7265231_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,Positive,0.8479681611061096
pf7265231_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,Negative,0.7034983038902283
pf7265231_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,Positive,0.8583130836486816
pf7265231_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.955030620098114
pf7265231_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Positive,0.9514039158821106
pf7265231_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.8830848336219788
pf7265231_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.848626971244812
pf7265231_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Positive,0.6664526462554932
pf7265231_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Positive,0.942184329032898
pf7265231_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.9536566734313965
pf7265231_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.8931321501731873
pf7265231_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.5818119645118713
pf7265231_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Positive,0.5970360040664673
pf7265231_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Positive,0.7971506714820862
pf7265231_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.9570454955101013
pf7265231_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.8335558772087097
pf7265231_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Positive,0.9637735486030579
pf7265231_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.8803121447563171
pf7265231_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.874578595161438
pf7265231_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.8438182473182678
pf7265231_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,Positive,0.8992881178855896
pf7265231_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.9182511568069458
pf7265231_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.8367183208465576
pf7265231_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Positive,0.9356198906898499
pf7265231_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.8465254306793213
pf7265231_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.8819990158081055
pf7265231_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Negative,0.8438495397567749
pf7265231_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,Positive,0.9486907124519348
pf7265231_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,Neutral,0.6647065877914429
pf7265231_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9096421599388123
pf7265231_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.857560932636261
pf7265231_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.9023941159248352
pf7265231_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Positive,0.772729218006134
pf7265231_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Positive,0.8348751068115234
pf7265231_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.7994449138641357
pf7265231_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.827606737613678
pf7265231_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Positive,0.8143597841262817
pf7265231_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.838295042514801
pf7265231_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Positive,0.6497976183891296
pf7265231_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Positive,0.8764168620109558
pf7265231_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Positive,0.8601236343383789
pf7265231_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.8370620608329773
pf7265231_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.9110950827598572
pefeb6895_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.8592162132263184
pefeb6895_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Positive,0.9614524245262146
pefeb6895_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.8645852208137512
pefeb6895_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,Neutral,0.5809727311134338
pefeb6895_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,Neutral,0.6622106432914734
pefeb6895_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,Positive,0.4012986421585083
pefeb6895_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,Negative,0.6960124969482422
pefeb6895_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,Neutral,0.5801554918289185
pefeb6895_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,Negative,0.6070157289505005
pefeb6895_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,Positive,0.8931640386581421
pefeb6895_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.9064918160438538
pefeb6895_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Positive,0.9162219762802124
pefeb6895_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.9006041288375854
pefeb6895_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.8829954862594604
pefeb6895_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Neutral,0.5040930509567261
pefeb6895_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Positive,0.9072392582893372
pefeb6895_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.9575345516204834
pefeb6895_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.8689005374908447
pefeb6895_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.8213300108909607
pefeb6895_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Negative,0.8810206055641174
pefeb6895_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Positive,0.6867409348487854
pefeb6895_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.8808345198631287
pefeb6895_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.8819597959518433
pefeb6895_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Positive,0.8940920829772949
pefeb6895_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.8762645125389099
pefeb6895_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.8299151659011841
pefeb6895_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.8976695537567139
pefeb6895_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,Positive,0.9208372235298157
pefeb6895_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.8758131861686707
pefeb6895_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.8388484120368958
pefeb6895_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Positive,0.8945921063423157
pefeb6895_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.9164252877235413
pefeb6895_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.865382969379425
pefeb6895_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Negative,0.8335424065589905
pefeb6895_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,Positive,0.9466181397438049
pefeb6895_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,Neutral,0.8971073627471924
pefeb6895_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9285672903060913
pefeb6895_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.8675994277000427
pefeb6895_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.9294960498809814
pefeb6895_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Neutral,0.79313725233078
pefeb6895_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Positive,0.8938628435134888
pefeb6895_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.8111459016799927
pefeb6895_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.8755438923835754
pefeb6895_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Neutral,0.6318073272705078
pefeb6895_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.6852229237556458
pefeb6895_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Neutral,0.7561407685279846
pefeb6895_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Positive,0.8829239010810852
pefeb6895_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Positive,0.8566738963127136
pefeb6895_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.8779124617576599
pefeb6895_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.9574652910232544
p16703932_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.8821974992752075
p16703932_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Positive,0.842772364616394
p16703932_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.7106351852416992
p16703932_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,Positive,0.9090033173561096
p16703932_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,Neutral,0.6922973990440369
p16703932_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,Negative,0.9119837284088135
p16703932_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,Negative,0.6126264333724976
p16703932_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,Neutral,0.6479616165161133
p16703932_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,Positive,0.5876953601837158
p16703932_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,Positive,0.7312260866165161
p16703932_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.9400161504745483
p16703932_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Positive,0.9196671843528748
p16703932_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.8650676608085632
p16703932_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.9170442223548889
p16703932_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Positive,0.7063676714897156
p16703932_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Positive,0.9225631952285767
p16703932_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.8206614851951599
p16703932_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.8119488954544067
p16703932_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.7777650356292725
p16703932_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Positive,0.6284880042076111
p16703932_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Positive,0.7200908064842224
p16703932_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.9296265840530396
p16703932_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.9054080247879028
p16703932_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Positive,0.9340929985046387
p16703932_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.8915548920631409
p16703932_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.801568865776062
p16703932_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.938592255115509
p16703932_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.888231098651886
p16703932_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.8959593176841736
p16703932_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Positive,0.9264403581619263
p16703932_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.8743095993995667
p16703932_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.7841425538063049
p16703932_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Negative,0.7365591526031494
p16703932_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,Positive,0.9198870062828064
p16703932_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,Negative,0.648872435092926
p16703932_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9351328015327454
p16703932_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.8782078623771667
p16703932_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.8886343836784363
p16703932_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Positive,0.7262786030769348
p16703932_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Positive,0.8979570865631104
p16703932_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.9039437770843506
p16703932_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.8799414038658142
p16703932_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Positive,0.912642240524292
p16703932_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.8705462217330933
p16703932_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Negative,0.5938845276832581
p16703932_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Positive,0.8184671401977539
p16703932_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Positive,0.8751251101493835
p16703932_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.8536940813064575
p16703932_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.9286917448043823
pb6e5745f_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.8443225622177124
pb6e5745f_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Positive,0.8442411422729492
pb6e5745f_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.8371984362602234
pb6e5745f_img_183xelmd0KIfYZwqufkbw8T5Q0bUFu_RR_baseline,Positive,0.9372237324714661
pb6e5745f_img_1k1UuU5dx3CPZHW_4sfUxolXLMyWE3yyy_baseline,Positive,0.7902448773384094
pb6e5745f_img_14oyRi0Ae7uRpRiJRw1lPfwwhhldXC84U_baseline,Negative,0.8152063488960266
pb6e5745f_img_1E7sGHkf9mgoSumKn_Oj9wLe8eymnUuig_baseline,Negative,0.8645473718643188
pb6e5745f_img_1GXtaH5Nq_SC-6sHe432wuR1YcWyUX86E_baseline,Neutral,0.7469644546508789
pb6e5745f_img_1_N1_AAszvKnXnIYt482CmVF4jRP1Agqb_baseline,Negative,0.5567298531532288
pb6e5745f_img_1jdOSY2GTxgFXHke0EClaQQxAXyzJMsRh_baseline,Positive,0.7539029717445374
pb6e5745f_img_1nu9kONAhZF_V7NSJZqG5GsEI1Vsc9J56_baseline,Positive,0.9031874537467957
pb6e5745f_img_1DHpbzTqPkTr2dZbVQTAWaQKf4GlxDfps_baseline,Positive,0.9616094827651978
pb6e5745f_img_1HViKSthdMW2OR8-KpSmEsWqC5upS1Wb-_baseline,Negative,0.8934237957000732
pb6e5745f_img_1RMftDANDs5S8TJ3e7aHCrPpuCAd9xtda_baseline,Negative,0.8291023373603821
pb6e5745f_img_13VAge1esbhXsqK9d8LznHQzWgjFA-qRY_baseline,Positive,0.7969453930854797
pb6e5745f_img_1o7J69bQhbz_B92JymZCrYVdNyn3j3boo_baseline,Positive,0.9272598028182983
pb6e5745f_img_1KCqQjSq3QRcBuByJxY87Xb--4lmy8mnr_baseline,Positive,0.9465193152427673
pb6e5745f_img_1VVqEHY3Eh-NtRWOsfSLxk2RoAPwBYQT9_baseline,Negative,0.6584785580635071
pb6e5745f_img_1Qc6MdxjsuI8dWcauI1lP-kf8VyhE7u-Z_baseline,Negative,0.8059629201889038
pb6e5745f_img_1SF9dCdqBX2lAPgUBP0_ucp6WHDf5j3jS_baseline,Negative,0.8578450083732605
pb6e5745f_img_1s7eVvxbs_jcfRFj3ZfJR7PPJC7cBGSdj_baseline,Positive,0.7450566291809082
pb6e5745f_img_1r7ff1KflZ1FUAQO6k9fhsHzpsmUdsFq4_baseline,Positive,0.819141685962677
pb6e5745f_img_11DOuFmByYWPoQc2QyFxzxcb1da83nIqF_baseline,Negative,0.8879632353782654
pb6e5745f_img_1kRR4l61IqjrIGK-7K1R1rYB0-zLsrrG4_baseline,Positive,0.9291730523109436
pb6e5745f_img_135hGJxVBbYi9bnQervsmqZcCc4_Fn1fO_baseline,Negative,0.9172894954681396
pb6e5745f_img_160nowuoebdBnrXT3OgLQmAXD-qAJdkhn_baseline,Negative,0.7163915634155273
pb6e5745f_img_1sbeoG9lNoBoIWPVjpRxkq_-OFcm7JASF_baseline,Positive,0.9453964829444885
pb6e5745f_img_1iJTUQJrnL6JpSTFVieUrVMOwmk8CxOCQ_baseline,Positive,0.9485832452774048
pb6e5745f_img_1vGXqNBhcyUBZaGxJsY9zWmyEZvMzG1yc_baseline,Negative,0.8902024030685425
pb6e5745f_img_102tapSsNubXllWzP7asAW-qwMJApiWt6_baseline,Negative,0.7665325403213501
pb6e5745f_img_10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4_baseline,Positive,0.9104083180427551
pb6e5745f_img_16G9fyPvX0wNHmwpIz9Vmx4TZPzi6H1by_baseline,Negative,0.9159330129623413
pb6e5745f_img_1q3TNMRZ05nvi3ieCmJQFMvoRhls-oK46_baseline,Negative,0.9010863304138184
pb6e5745f_img_1C7EFJIu3VvSW5yNsdzCo02TfvOZ6NK9T_baseline,Negative,0.8676621317863464
pb6e5745f_img_1A-jAaJGMuowD6_ZwcKfoxUFD1VE03Hjr_baseline,Positive,0.9620227813720703
pb6e5745f_img_1d_N60_USocfCq3b1PUo6ggQ0uXm7fxyP_baseline,Negative,0.5572595596313477
pb6e5745f_img_1nCKChETlRSdOH97l6iNJrclGJUlHdZ-E_baseline,Negative,0.9122522473335266
pb6e5745f_img_103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG_baseline,Negative,0.8249993324279785
pb6e5745f_img_1vKcmpxFO6XnR5yGCJF-Vbq_dnVKj6QK__baseline,Positive,0.8884543180465698
pb6e5745f_img_1sfAJ-SYopUN1Hy20CmVASpKh0CmPGliN_baseline,Neutral,0.7328149080276489
pb6e5745f_img_1t3cM_BgN9ALxP0Hp3f53XT5qE17uDx0A_baseline,Positive,0.8989822864532471
pb6e5745f_img_1kRXoE5m4UpYJMqBNT4niKKPc0R8hj6zR_baseline,Negative,0.7798605561256409
pb6e5745f_img_1VRTZwO0EUPeAN6buNdcn_LvIt-y78z2X_baseline,Negative,0.8596881031990051
pb6e5745f_img_13z1njXGzj6Pwf49GtwRXx5t754PbKHiJ_baseline,Positive,0.9353611469268799
pb6e5745f_img_16nwQtJeucg4qnhhT7vOZlCThfWr9ldn8_baseline,Negative,0.6540801525115967
pb6e5745f_img_1hctEzYSekwQsmfgDM6vrg-fFYs9iFc2A_baseline,Neutral,0.6677972078323364
pb6e5745f_img_1khAXDwBS9Lwg4diDT7HjvdqavZ6qRPrX_baseline,Positive,0.8904485702514648
pb6e5745f_img_1hCanLX8A-eYvjKFWTM3UHT6UGA8WG0YW_baseline,Positive,0.8291101455688477
pb6e5745f_img_1hqaCcpInGSaHSJ2FZ-4kyifUstMq5NQ__baseline,Negative,0.8884527087211609
pb6e5745f_img_1cdQpAYnq9dZiHJyXcfh_AxKsr4jrHWrJ_baseline,Positive,0.930646538734436
p789ac082_img_1eV8XkQbq8rECy6hbZrN1_qwSRyWXDqsK_baseline,Negative,0.8918055891990662
p789ac082_img_1Q_gMcjg8yrq2M7OCj1uBySMtP03fZgx-_baseline,Positive,0.8985173106193542
p789ac082_img_1RL3a1P0MAEe7b91QhSX-L6oBRP76YNZm_baseline,Negative,0.7864195108413696
